,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
15353,19.70,ml,Elderflower Liqueur,Liqueur,10,2676,Green Fees,734,elderflower liqueur,elderflower liqueur
15354,19.70,ml,Lemon Juice,General,0,2676,Green Fees,1085,lemon juice,lemon juice
15355,2,slices,Cucumber,General,0,2676,Green Fees,642,cucumber,cucumber
15356,5,leaves,Basil,General,0,2676,Green Fees,170,basil,basil
15357,,,Cucumber,Garnish,11,2676,Green Fees,643,cucumber,cucumber
15358,44.40,ml,Melon Vodka,Vodka,3,2677,Green on Orange Melon,1184,melon vodka,melon vodka
15359,7.40,ml,Midori Melon Liqueur,Liqueur,10,2677,Green on Orange Melon,1210,midori melon liqueur,midori melon liqueur
15360,44.40,ml,Melon,General,0,2677,Green on Orange Melon,1180,melon,melon
15361,14.80,ml,Lemon Juice,General,0,2677,Green on Orange Melon,1085,lemon juice,lemon juice
15362,,,Melon,Garnish,11,2677,Green on Orange Melon,1179,melon,melon
15363,44.40,ml,Tequila - Silver,Tequila,6,2678,Green Tequila Gimlet,1765,tequila - silver,tequila - silver
15364,22.20,ml,Lemon Juice,General,0,2678,Green Tequila Gimlet,1085,lemon juice,lemon juice
15365,29.60,ml,Green Tea Syrup,General,0,2678,Green Tequila Gimlet,931,green tea syrup,tea syrup
15366,,slice,Cucumber,Garnish,11,2678,Green Tequila Gimlet,643,cucumber,cucumber
15367,,,Cucumber,Garnish,11,2678,Green Tequila Gimlet,643,cucumber,cucumber
15368,118.30,ml,Tomato Juice,General,0,2679,Hail Mary,1786,tomato juice,tomato juice
15369,14.80,ml,Lemon Juice,General,0,2679,Hail Mary,1085,lemon juice,lemon juice
15370,1/2,tsp,Worcestershire Sauce,General,0,2679,Hail Mary,1878,worcestershire sauce,worcestershire sauce
15371,,dash,Tabasco sauce,General,0,2679,Hail Mary,1746,tabasco sauce,tabasco sauce
15372,,pinch,Salt,General,0,2679,Hail Mary,1613,salt,salt
15373,,pinch,Black Pepper,General,0,2679,Hail Mary,257,black pepper,black pepper
15374,,pinch,Celery Salt,General,0,2679,Hail Mary,438,celery salt,celery salt
15375,,wedge,Lemon,Garnish,11,2679,Hail Mary,1079,lemon,lemon
15376,,,Celery,Garnish,11,2679,Hail Mary,436,celery,celery
15377,,,Lemon,Garnish,11,2679,"Lemon, Celery",1079,lemon,lemon
15378,,,Celery,Garnish,11,2679,"Lemon, Celery",436,celery,celery
15379,59.10,ml,Dark Rum,Rum,2,2680,Happy Apple,661,dark rum,dark rum
15380,88.70,ml,Apple Cider,General,0,2680,Happy Apple,94,apple cider,apple cider
15381,14.80,ml,Lemon Juice,General,0,2680,Happy Apple,1085,lemon juice,lemon juice
15382,,,Lime,Garnish,11,2680,Happy Apple,1114,lime,lime
15383,,,Lime,Garnish,11,2680,Happy Apple,1114,lime,lime
15384,37.00,ml,Pomegranate Vodka,Vodka,3,2681,Harvest Moon,1444,pomegranate vodka,pomegranate vodka
15385,7.40,ml,Amaretto,Liqueur,10,2681,Harvest Moon,34,amaretto,amaretto
15386,59.10,ml,Grape Juice,General,0,2681,Harvest Moon,983,grape juice,ice
15387,7.40,ml,Lemon Juice,General,0,2681,Harvest Moon,1085,lemon juice,lemon juice
15388,1,wedge,Lime,General,0,2681,Harvest Moon,1113,lime,lime
15389,,,Lime,Garnish,11,2681,Harvest Moon,1114,lime,lime
15390,14.80,ml,Dark Rum,Rum,2,2682,Hawaiian Deluxe,661,dark rum,dark rum
15391,14.80,ml,Cointreau,Liqueur,10,2682,Hawaiian Deluxe,580,cointreau,cointreau
15392,29.60,ml,Coconut Rum,Rum,2,2682,Hawaiian Deluxe,543,coconut rum,coconut rum
15393,29.60,ml,Coconut Cream,General,0,2682,Hawaiian Deluxe,536,coconut cream,coconut cream
15394,59.10,ml,Pineapple Juice,General,0,2682,Hawaiian Deluxe,1405,pineapple juice,pineapple juice
15395,1,dash,Simple syrup,General,0,2682,Hawaiian Deluxe,1656,simple syrup,simple syrup
15396,1,dash,Lemon Juice,General,0,2682,Hawaiian Deluxe,1085,lemon juice,lemon juice
15397,1,dash,Grenadine,General,0,2682,Hawaiian Deluxe,933,grenadine,grenadine
15398,,,Pineapple,Garnish,11,2682,"Pineapple, Coconut",1402,pineapple,pineapple
15399,,,Coconut,Garnish,11,2682,"Pineapple, Coconut",534,coconut,coconut
15400,44.40,ml,Passionfruit Vodka,Vodka,3,2683,Hawthorn Rendezvous,1334,passionfruit vodka,passionfruit vodka
15401,14.80,ml,Elderflower Liqueur,Liqueur,10,2683,Hawthorn Rendezvous,734,elderflower liqueur,elderflower liqueur
15402,29.60,ml,Lemon Juice,General,0,2683,Hawthorn Rendezvous,1085,lemon juice,lemon juice
15403,1/2,,Passion Fruit,General,0,2683,Hawthorn Rendezvous,1326,passion fruit,passion fruit
15404,,,Club Soda,General,0,2683,Hawthorn Rendezvous,525,club soda,club soda
15405,,,Passion fruit,Garnish,11,2683,Hawthorn Rendezvous,1327,passion fruit,passion fruit
15406,59.10,ml,Cachaça,Rum,2,2684,Herb Cane,380,cachaça,cachaça
15407,14.80,ml,Green Chartreuse,Liqueur,10,2684,Herb Cane,925,green chartreuse,green chartreuse
15408,29.60,ml,Lemon Juice,General,0,2684,Herb Cane,1085,lemon juice,lemon juice
15409,14.80,ml,Simple syrup,General,0,2684,Herb Cane,1656,simple syrup,simple syrup
15410,3,leaves,Basil,General,0,2684,Herb Cane,170,basil,basil
15411,6,leaves,Mint,General,0,2684,Herb Cane,1213,mint,mint
15412,,,Club Soda,General,0,2684,Herb Cane,525,club soda,club soda
15413,,,Lime,Garnish,11,2684,"Lime, Mint",1114,lime,lime
15414,,,Mint,Garnish,11,2684,"Lime, Mint",1212,mint,mint
15415,44.40,ml,Dark Rum,Rum,2,2685,Holiday Coffee Break,661,dark rum,dark rum
15416,44.40,ml,Tia Maria,Liqueur,10,2685,Holiday Coffee Break,1781,tia maria,tia maria
15417,14.80,ml,Cherry Brandy,Brandy,5,2685,Holiday Coffee Break,452,cherry brandy,cherry brandy
15418,1,tsp,Pimento Dram,Liqueur,10,2685,Holiday Coffee Break,1394,pimento dram,pimento dram
15419,,pinch,Nutmeg,General,0,2685,Holiday Coffee Break,1245,nutmeg,nutmeg
15420,22.20,ml,Lemon Juice,General,0,2685,Holiday Coffee Break,1085,lemon juice,lemon juice
15421,29.60,ml,Dark Rum,Rum,2,2686,Home for the Holidays,661,dark rum,dark rum
15422,14.80,ml,Ginger Liqueur,Liqueur,10,2686,Home for the Holidays,871,ginger liqueur,ginger liqueur
15423,14.80,ml,Drambuie Cream Liqueur,Liqueur,10,2686,Home for the Holidays,699,drambuie cream liqueur,drambuie cream liqueur
15424,44.40,ml,Orange Juice,General,0,2686,Home for the Holidays,1275,orange juice,orange juice
15425,29.60,ml,Lemon Juice,General,0,2686,Home for the Holidays,1085,lemon juice,lemon juice
15426,14.80,ml,Simple syrup,General,0,2686,Home for the Holidays,1656,simple syrup,simple syrup
15427,,slice,Orange,Garnish,11,2686,Home for the Holidays,1263,orange,orange
15428,4-6,,Clove,Garnish,11,2686,Home for the Holidays,521,clove,clove
15429,,,Orange,Garnish,11,2686,"Orange, Clove",1263,orange,orange
15430,,,Clove,Garnish,11,2686,"Orange, Clove",521,clove,clove
15431,29.60,ml,Honey Whiskey,Whisky,4,2687,Honey Julep,972,honey whiskey,honey whiskey
15432,59.10,ml,Bourbon,Whisky,4,2687,Honey Julep,320,bourbon,bourbon
15433,44.40,ml,Lemon Juice,General,0,2687,Honey Julep,1085,lemon juice,lemon juice
15434,8,leaves,Mint,General,0,2687,Honey Julep,1213,mint,mint
15435,,,Club Soda,General,0,2687,Honey Julep,525,club soda,club soda
15436,,,Mint,Garnish,11,2687,Honey Julep,1212,mint,mint
15437,44.40,ml,Honey Vodka,Vodka,3,2688,Honey Shamble,971,honey vodka,honey vodka
15438,14.80,ml,Raspberry Liqueur,Liqueur,10,2688,Honey Shamble,1476,raspberry liqueur,raspberry liqueur
15439,,dash,Simple syrup,General,0,2688,Honey Shamble,1656,simple syrup,simple syrup
15440,29.60,ml,Lemon Juice,General,0,2688,Honey Shamble,1085,lemon juice,lemon juice
15441,4,,Blackberry,Garnish,11,2688,Honey Shamble,261,blackberry,blackberry
15442,,slice,Ginger,General,0,2688,Honey Shamble,867,ginger,ginger
15443,,,Blackberry,Garnish,11,2688,Honey Shamble,261,blackberry,blackberry
15444,29.60,ml,Jalapeno Vodka,Vodka,3,2689,Hot Bloody Shot,1014,jalapeno vodka,jalapeno vodka
15445,14.80,ml,Tomato Juice,General,0,2689,Hot Bloody Shot,1786,tomato juice,tomato juice
15446,1,dash,Lemon Juice,General,0,2689,Hot Bloody Shot,1085,lemon juice,lemon juice
15447,,pinch,Horseradish,General,0,2689,Hot Bloody Shot,976,horseradish,horseradish
15448,,dash,Worcestershire Sauce,General,0,2689,Hot Bloody Shot,1878,worcestershire sauce,worcestershire sauce
15449,,,Celery,Garnish,11,2689,"Celery, Jalapeno",436,celery,celery
15450,,,Jalapeno,Garnish,11,2689,"Celery, Jalapeno",1012,jalapeno,jalapeno
15451,88.70,ml,Dark Rum,Rum,2,2690,Hot Toddy,661,dark rum,dark rum
15452,29.60,ml,Honey,General,0,2690,Hot Toddy,966,honey,honey
15453,5,,Clove,General,0,2690,Hot Toddy,522,clove,clove
15454,,pinch,Cinnamon,General,0,2690,Hot Toddy,502,cinnamon,cinnamon
15455,,,Water,General,0,2690,Hot Toddy,1845,water,water
15456,,,Nutmeg,General,0,2690,Hot Toddy,1245,nutmeg,nutmeg
15457,29.60,ml,Lemon Juice,General,0,2690,Hot Toddy,1085,lemon juice,lemon juice
15458,,slice,Lemon,Garnish,11,2690,Hot Toddy,1079,lemon,lemon
15459,,,Nutmeg,Garnish,11,2690,"Nutmeg, Cinnamon, Lemon",1246,nutmeg,nutmeg
15460,,,Cinnamon,Garnish,11,2690,"Nutmeg, Cinnamon, Lemon",501,cinnamon,cinnamon
15461,,,Lemon,Garnish,11,2690,"Nutmeg, Cinnamon, Lemon",1079,lemon,lemon
15462,,,Tea,General,0,2691,Hot Tot Toddy,1758,tea,tea
15463,29.60,ml,Honey,General,0,2691,Hot Tot Toddy,966,honey,honey
15464,29.60,ml,Lemon Juice,General,0,2691,Hot Tot Toddy,1085,lemon juice,lemon juice
15465,5,,Clove,General,0,2691,Hot Tot Toddy,522,clove,clove
15466,,pinch,Cinnamon,General,0,2691,Hot Tot Toddy,502,cinnamon,cinnamon
15467,,slice,Lemon,General,0,2691,Hot Tot Toddy,1080,lemon,lemon
15468,,,Nutmeg,General,0,2691,Hot Tot Toddy,1245,nutmeg,nutmeg
15469,,stick,Cinnamon,General,0,2691,Hot Tot Toddy,502,cinnamon,cinnamon
15470,,,Lemon,Garnish,11,2691,"Lemon, Cinnamon, Nutmeg",1079,lemon,lemon
15471,,,Cinnamon,Garnish,11,2691,"Lemon, Cinnamon, Nutmeg",501,cinnamon,cinnamon
15472,,,Nutmeg,Garnish,11,2691,"Lemon, Cinnamon, Nutmeg",1246,nutmeg,nutmeg
15473,44.40,ml,Iced Cake Vodka,Vodka,3,2692,Iced Orange Cake,987,iced cake vodka,iced cake vodka
15474,14.80,ml,Lemon Juice,General,0,2692,Iced Orange Cake,1085,lemon juice,lemon juice
15475,14.80,ml,Simple syrup,General,0,2692,Iced Orange Cake,1656,simple syrup,simple syrup
15476,1,tbsp,Orange Marmalade,General,0,2692,Iced Orange Cake,1288,orange marmalade,orange marmalade
15477,,,Orange,Garnish,11,2692,Iced Orange Cake,1263,orange,orange
15478,59.10,ml,Mandarine Napoleon,Liqueur,10,2693,Imperial Sour,1151,mandarine napoleon,mandarine napoleon
15479,59.10,ml,Ginger Liqueur,Liqueur,10,2693,Imperial Sour,871,ginger liqueur,ginger liqueur
15480,29.60,ml,Lemon Juice,General,0,2693,Imperial Sour,1085,lemon juice,lemon juice
15481,1,,Egg,General,0,2693,Imperial Sour,730,egg,egg
15482,,wedge,Lemon,General,0,2693,Imperial Sour,1080,lemon,lemon
15483,1,,Cherry,General,0,2693,Imperial Sour,449,cherry,cherry
15484,,drops,Green Chartreuse,Liqueur,10,2693,Imperial Sour,925,green chartreuse,green chartreuse
15485,,,Maraschino Cherry,Garnish,11,2693,"Maraschino Cherry, Lemon",450,maraschino cherry,cherry
15486,,,Lemon,Garnish,11,2693,"Maraschino Cherry, Lemon",1079,lemon,lemon
15487,59.10,ml,Whiskey,Whisky,4,2694,Irish Canadian Sangaree,1855,whiskey,whiskey
15488,29.60,ml,Irish Mist,Liqueur,10,2694,Irish Canadian Sangaree,991,irish mist,irish mist
15489,29.60,ml,Lemon Juice,General,0,2694,Irish Canadian Sangaree,1085,lemon juice,lemon juice
15490,29.60,ml,Orange Juice,General,0,2694,Irish Canadian Sangaree,1275,orange juice,orange juice
15491,,,Nutmeg,General,0,2694,Irish Canadian Sangaree,1245,nutmeg,nutmeg
15492,,,Nutmeg,Garnish,11,2694,Irish Canadian Sangaree,1246,nutmeg,nutmeg
15493,59.10,ml,Irish Whiskey,Whisky,4,2695,Irish Fix,992,irish whiskey,irish whiskey
15494,29.60,ml,Irish Mist,Liqueur,10,2695,Irish Fix,991,irish mist,irish mist
15495,14.80,ml,Lemon Juice,General,0,2695,Irish Fix,1085,lemon juice,lemon juice
15496,14.80,ml,Pineapple Juice,General,0,2695,Irish Fix,1405,pineapple juice,pineapple juice
15497,1/2,cup,Ice,General,0,2695,Irish Fix,983,ice,ice
15498,,slice,Lemon,Garnish,11,2695,Irish Fix,1079,lemon,lemon
15499,,slice,Orange,Garnish,11,2695,Irish Fix,1263,orange,orange
15500,,wedge,Pineapple,Garnish,11,2695,Irish Fix,1402,pineapple,pineapple
15501,,,Lemon,Garnish,11,2695,"Lemon, Orange, Pineapple",1079,lemon,lemon
15502,,,Orange,Garnish,11,2695,"Lemon, Orange, Pineapple",1263,orange,orange
15503,,,Pineapple,Garnish,11,2695,"Lemon, Orange, Pineapple",1402,pineapple,pineapple
15504,37.00,ml,Irish Whiskey,Whisky,4,2696,Irish in California,992,irish whiskey,irish whiskey
15505,1,tsp,Maraschino Liqueur,Liqueur,10,2696,Irish in California,1162,maraschino liqueur,maraschino liqueur
15506,14.80,ml,Lemon Juice,General,0,2696,Irish in California,1085,lemon juice,lemon juice
15507,14.80,ml,Vanilla Syrup,General,0,2696,Irish in California,1813,vanilla syrup,vanilla syrup
15508,1,tsp,Cherry Juice,General,0,2696,Irish in California,456,cherry juice,cherry juice
15509,1/2,,Orange,General,0,2696,Irish in California,1262,orange,orange
15510,,,Cherry,Garnish,11,2696,Irish in California,450,cherry,cherry
15511,,,Ginger Ale,General,0,2696,Irish in California,868,ginger ale,ginger ale
15512,,,Maraschino Cherry,Garnish,11,2696,"Maraschino Cherry, Orange",450,maraschino cherry,cherry
15513,,,Orange,Garnish,11,2696,"Maraschino Cherry, Orange",1263,orange,orange
15514,44.40,ml,Scotch Whiskey,Whisky,4,2697,Jam Sour,1855,scotch whiskey,whiskey
15515,1,tsp,Simple syrup,General,0,2697,Jam Sour,1656,simple syrup,simple syrup
15516,2,tsp,Jelly or Jam,General,0,2697,Jam Sour,1041,jelly or jam,jelly or jam
15517,22.20,ml,Lemon Juice,General,0,2697,Jam Sour,1085,lemon juice,lemon juice
15518,,,Club Soda,General,0,2697,Jam Sour,525,club soda,club soda
15519,,dash,Orange Bitters,General,0,2697,Jam Sour,1264,orange bitters,orange bitters
15520,29.60,ml,Midori Melon Liqueur,Liqueur,10,2698,Japanese Slipper,1210,midori melon liqueur,midori melon liqueur
15521,29.60,ml,Cointreau,Liqueur,10,2698,Japanese Slipper,580,cointreau,cointreau
15522,29.60,ml,Lemon Juice,General,0,2698,Japanese Slipper,1085,lemon juice,lemon juice
15523,,,Maraschino Cherry,Garnish,11,2698,Japanese Slipper,450,maraschino cherry,cherry
15524,59.10,ml,Whiskey,Whisky,4,2699,John Collins,1855,whiskey,whiskey
15525,29.60,ml,Lemon Juice,General,0,2699,John Collins,1085,lemon juice,lemon juice
15526,1,tsp,Sugar,General,0,2699,John Collins,1718,sugar,sugar
15527,,,Club Soda,General,0,2699,John Collins,525,club soda,club soda
15528,,slice,Lemon,General,0,2699,John Collins,1080,lemon,lemon
15529,,slice,Orange,General,0,2699,John Collins,1262,orange,orange
15530,,,Cherry,General,0,2699,John Collins,449,cherry,cherry
15531,,,Lemon,Garnish,11,2699,"Lemon, Orange, Maraschino Cherry",1079,lemon,lemon
15532,,,Orange,Garnish,11,2699,"Lemon, Orange, Maraschino Cherry",1263,orange,orange
15533,,,Maraschino Cherry,Garnish,11,2699,"Lemon, Orange, Maraschino Cherry",450,maraschino cherry,cherry
15534,59.10,ml,Coffee Liqueur,Liqueur,10,2700,Kahlua Sour,560,coffee liqueur,coffee liqueur
15535,29.60,ml,Lemon Juice,General,0,2700,Kahlua Sour,1085,lemon juice,lemon juice
15536,14.80,ml,Simple syrup,General,0,2700,Kahlua Sour,1656,simple syrup,simple syrup
15537,,,Lemon,Garnish,11,2700,Kahlua Sour,1079,lemon,lemon
15538,29.60,ml,Caramel Vodka,Vodka,3,2701,Karamel Lady,415,caramel vodka,caramel vodka
15539,1,tbsp,Egg,General,0,2701,Karamel Lady,730,egg,egg
15540,1,tbsp,Lemon Juice,General,0,2701,Karamel Lady,1085,lemon juice,lemon juice
15541,1,tbsp,Ginger Syrup,General,0,2701,Karamel Lady,879,ginger syrup,ginger syrup
15542,29.60,ml,Caramel Vodka,Vodka,3,2702,Karamel Shake,415,caramel vodka,caramel vodka
15543,1,tbsp,Light Cream,General,0,2702,Karamel Shake,608,light cream,cream
15544,1,tbsp,Egg,General,0,2702,Karamel Shake,730,egg,egg
15545,1,tsp,Lime Juice,General,0,2702,Karamel Shake,1118,lime juice,lime juice
15546,1,tsp,Lemon Juice,General,0,2702,Karamel Shake,1085,lemon juice,lemon juice
15547,1,tsp,Simple syrup,General,0,2702,Karamel Shake,1656,simple syrup,simple syrup
15548,,,Cinnamon,Garnish,11,2702,Karamel Shake,501,cinnamon,cinnamon
15549,44.40,ml,Caramel Vodka,Vodka,3,2703,Karamel Tea,415,caramel vodka,caramel vodka
15550,1,tbsp,Lemon Juice,General,0,2703,Karamel Tea,1085,lemon juice,lemon juice
15551,,,Tea,General,0,2703,Karamel Tea,1758,tea,tea
15552,,,Lime,Garnish,11,2703,Karamel Tea,1114,lime,lime
15553,37.00,ml,Orange Vodka,Vodka,3,2704,Ketel One Grand,1292,orange vodka,orange vodka
15554,7.40,ml,Grand Marnier,Liqueur,10,2704,Ketel One Grand,900,grand marnier,grand marnier
15555,7.40,ml,Lemon Juice,General,0,2704,Ketel One Grand,1085,lemon juice,lemon juice
15556,,splash,Ginger Ale,General,0,2704,Ketel One Grand,868,ginger ale,ginger ale
15557,,wedge,Orange,General,0,2704,Ketel One Grand,1262,orange,orange
15558,,,Orange,Garnish,11,2704,Ketel One Grand,1263,orange,orange
15559,295.70,ml,Citrus Rum,Rum,2,2705,Keyed Up Punch,514,citrus rum,citrus rum
15560,147.90,ml,Lemon Juice,General,0,2705,Keyed Up Punch,1085,lemon juice,lemon juice
15561,147.90,ml,Orange Juice,General,0,2705,Keyed Up Punch,1275,orange juice,orange juice
15562,295.70,ml,Coconut Water,General,0,2705,Keyed Up Punch,551,coconut water,coconut water
15563,1,,Orange,Garnish,11,2705,Keyed Up Punch,1263,orange,orange
15564,,,Orange,Garnish,11,2705,Keyed Up Punch,1263,orange,orange
15565,44.40,ml,Amaretto,Liqueur,10,2706,Kiss From a Rose,34,amaretto,amaretto
15566,14.80,ml,Parfait Amour,Liqueur,10,2706,Kiss From a Rose,1324,parfait amour,parfait amour
15567,29.60,ml,Lemon Juice,General,0,2706,Kiss From a Rose,1085,lemon juice,lemon juice
15568,9.90,ml,Rose Nectar,General,0,2706,Kiss From a Rose,1532,rose nectar,rose nectar
15569,,,Flowers,Garnish,11,2706,Kiss From a Rose,771,flowers,flowers
15570,59.10,ml,Caramel Vodka,Vodka,3,2707,Kissed Caramel Appletini,415,caramel vodka,caramel vodka
15571,44.40,ml,Apple Juice,General,0,2707,Kissed Caramel Appletini,983,apple juice,ice
15572,1,tbsp,Lemon Juice,General,0,2707,Kissed Caramel Appletini,1085,lemon juice,lemon juice
15573,1,tbsp,Simple syrup,General,0,2707,Kissed Caramel Appletini,1656,simple syrup,simple syrup
15574,3,slices,Apple,Garnish,11,2707,Kissed Caramel Appletini,83,apple,apple
15575,,,Caramel,Garnish,11,2707,Kissed Caramel Appletini,412,caramel,caramel
15576,,,Apple,Garnish,11,2707,Kissed Caramel Appletini,83,apple,apple
15577,44.40,ml,Kiwi Vodka,Vodka,3,2708,Kiwi Basil Sour,1060,kiwi vodka,kiwi vodka
15578,19.70,ml,Lemon Juice,General,0,2708,Kiwi Basil Sour,1085,lemon juice,lemon juice
15579,14.80,ml,Simple syrup,General,0,2708,Kiwi Basil Sour,1656,simple syrup,simple syrup
15580,1/2,,Egg,General,0,2708,Kiwi Basil Sour,730,egg,egg
15581,3,leaves,Basil,General,0,2708,Kiwi Basil Sour,170,basil,basil
15582,,,Basil,Garnish,11,2708,Kiwi Basil Sour,169,basil,basil
15583,44.40,ml,Chambord Vodka,Vodka,3,2709,La Royale,442,chambord vodka,chambord vodka
15584,22.20,ml,Cognac,Brandy,5,2709,La Royale,572,cognac,cognac
15585,1/2,tsp,Cinnamon,General,0,2709,La Royale,502,cinnamon,cinnamon
15586,1,tbsp,Simple syrup,General,0,2709,La Royale,1656,simple syrup,simple syrup
15587,1,tbsp,Lemon Juice,General,0,2709,La Royale,1085,lemon juice,lemon juice
15588,1,tsp,Orange Marmalade,General,0,2709,La Royale,1288,orange marmalade,orange marmalade
15589,,,Champagne,Wine,8,2709,La Royale,444,champagne,champagne
15590,,,Lemon,Garnish,11,2709,La Royale,1079,lemon,lemon
15591,14.80,ml,Cognac,Brandy,5,2710,La Seine Fizz,572,cognac,cognac
15592,1,tbsp,Wild Strawberry Liqueur,Liqueur,10,2710,La Seine Fizz,1876,wild strawberry liqueur,wild strawberry liqueur
15593,1,tbsp,Lemon Juice,General,0,2710,La Seine Fizz,1085,lemon juice,lemon juice
15594,1,dash,Orange Bitters,General,0,2710,La Seine Fizz,1264,orange bitters,orange bitters
15595,1,,Strawberry,General,0,2710,La Seine Fizz,1704,strawberry,strawberry
15596,,,Simple syrup,General,0,2710,La Seine Fizz,1656,simple syrup,simple syrup
15597,1,tbsp,Grand Marnier,Liqueur,10,2710,La Seine Fizz,900,grand marnier,grand marnier
15598,,,Champagne,Wine,8,2710,La Seine Fizz,444,champagne,champagne
15599,,,Mint,Garnish,11,2710,La Seine Fizz,1212,mint,mint
15600,,,Strawberry,Garnish,11,2710,"Strawberry, Mint",1705,strawberry,strawberry
15601,,,Mint,Garnish,11,2710,"Strawberry, Mint",1212,mint,mint
15602,44.40,ml,Chambord Vodka,Vodka,3,2711,La Societe,442,chambord vodka,chambord vodka
15603,14.80,ml,Lemon Juice,General,0,2711,La Societe,1085,lemon juice,lemon juice
15604,14.80,ml,Agave Nectar,General,0,2711,La Societe,14,agave nectar,
15605,5,,Blackberry,General,0,2711,La Societe,262,blackberry,blackberry
15606,5,,Blueberry,General,0,2711,La Societe,302,blueberry,blueberry
15607,,,Blueberry,Garnish,11,2711,"Blueberry, Blackberry",303,blueberry,blueberry
15608,,,Blackberry,Garnish,11,2711,"Blueberry, Blackberry",261,blackberry,blackberry
15609,29.60,ml,Cognac,Brandy,5,2712,Lady in Bed,572,cognac,cognac
15610,14.80,ml,Strawberry Liqueur,Liqueur,10,2712,Lady in Bed,1709,strawberry liqueur,strawberry liqueur
15611,14.80,ml,Apple Juice,General,0,2712,Lady in Bed,983,apple juice,ice
15612,14.80,ml,Strawberry,General,0,2712,Lady in Bed,1704,strawberry,strawberry
15613,,dash,Lemon Juice,General,0,2712,Lady in Bed,1085,lemon juice,lemon juice
15614,,dash,Gomme Syrup,General,0,2712,Lady in Bed,894,gomme syrup,gomme syrup
15615,,,Strawberry,Garnish,11,2712,Lady in Bed,1705,strawberry,strawberry
15616,,,Strawberry,Garnish,11,2712,Lady in Bed,1705,strawberry,strawberry
15617,29.60,ml,Dubonnet Rouge,Wine,8,2713,Le Sang et Sable,719,dubonnet rouge,dubonnet rouge
15618,88.70,ml,Cognac,Brandy,5,2713,Le Sang et Sable,572,cognac,cognac
15619,29.60,ml,Cherry Brandy,Brandy,5,2713,Le Sang et Sable,452,cherry brandy,cherry brandy
15620,22.20,ml,Orange Juice,General,0,2713,Le Sang et Sable,1275,orange juice,orange juice
15621,22.20,ml,Lemon Juice,General,0,2713,Le Sang et Sable,1085,lemon juice,lemon juice
15622,1,,Cherry,Garnish,11,2713,Le Sang et Sable,450,cherry,cherry
15623,,,Orange,Garnish,11,2713,Le Sang et Sable,1263,orange,orange
15624,,,Orange,Garnish,11,2713,"Orange, Maraschino Cherry",1263,orange,orange
15625,,,Maraschino Cherry,Garnish,11,2713,"Orange, Maraschino Cherry",450,maraschino cherry,cherry
15626,29.60,ml,Citrus Vodka,Vodka,3,2714,Lemon Drop,515,citrus vodka,citrus vodka
15627,14.80,ml,Triple Sec,Liqueur,10,2714,Lemon Drop,1791,triple sec,triple sec
15628,1,tsp,Lemon Juice,General,0,2714,Lemon Drop,1085,lemon juice,lemon juice
15629,44.40,ml,Bison Grass Vodka,Vodka,3,2715,Lemon Grass Collins,202,bison grass vodka,bison grass vodka
15630,14.80,ml,Vanilla Liqueur,Liqueur,10,2715,Lemon Grass Collins,1809,vanilla liqueur,vanilla liqueur
15631,1,dash,Lemon Juice,General,0,2715,Lemon Grass Collins,1085,lemon juice,lemon juice
15632,1,dash,Simple syrup,General,0,2715,Lemon Grass Collins,1656,simple syrup,simple syrup
15633,,,Ginger Beer,General,0,2715,Lemon Grass Collins,869,ginger beer,ginger beer
15634,2/3,,Lemon,Garnish,11,2715,Lemon Grass Collins,1079,lemon,lemon
15635,,,Lemon,Garnish,11,2715,Lemon Grass Collins,1079,lemon,lemon
15636,44.40,ml,Citrus Vodka,Vodka,3,2716,Lemon Mojito,515,citrus vodka,citrus vodka
15637,22.20,ml,Lemon Juice,General,0,2716,Lemon Mojito,1085,lemon juice,lemon juice
15638,6,leaves,Mint,General,0,2716,Lemon Mojito,1213,mint,mint
15639,,,Club Soda,General,0,2716,Lemon Mojito,525,club soda,club soda
15640,,,Lemon,Garnish,11,2716,"Lemon, Mint",1079,lemon,lemon
15641,,,Mint,Garnish,11,2716,"Lemon, Mint",1212,mint,mint
15642,473.20,ml,Lemon Juice,General,0,2717,Lemonade,1085,lemon juice,lemon juice
15643,473.20,ml,Simple syrup,General,0,2717,Lemonade,1656,simple syrup,simple syrup
15644,10,sprigs,Mint,Garnish,11,2717,Lemonade,1212,mint,mint
15645,10,slices,Lemon,Garnish,11,2717,Lemonade,1079,lemon,lemon
15646,10,cups,Water,General,0,2717,Lemonade,1845,water,water
15647,,,Lemon,Garnish,11,2717,"Lemon, Mint",1079,lemon,lemon
15648,,,Mint,Garnish,11,2717,"Lemon, Mint",1212,mint,mint
15649,29.60,ml,Sambuca,Liqueur,10,2718,Liquor-ish Martini,1617,sambuca,sambuca
15650,14.80,ml,Creme de Mure,Liqueur,10,2718,Liquor-ish Martini,613,creme de mure,creme de mure
15651,5,,Blackberry,Garnish,11,2718,Liquor-ish Martini,261,blackberry,blackberry
15652,22.20,ml,Lemon Juice,General,0,2718,Liquor-ish Martini,1085,lemon juice,lemon juice
15653,22.20,ml,Simple syrup,General,0,2718,Liquor-ish Martini,1656,simple syrup,simple syrup
15654,,,Blackberry,Garnish,11,2718,Liquor-ish Martini,261,blackberry,blackberry
