,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
15655,14.80,ml,Galliano,Liqueur,10,2719,Livorno Sour,776,galliano,galliano
15656,29.60,ml,Grappa,Brandy,5,2719,Livorno Sour,919,grappa,grappa
15657,19.70,ml,Lemon Juice,General,0,2719,Livorno Sour,1085,lemon juice,lemon juice
15658,1,tsp,Simple syrup,General,0,2719,Livorno Sour,1656,simple syrup,simple syrup
15659,1,tbsp,Egg,General,0,2719,Livorno Sour,730,egg,egg
15660,,,Vanilla Bean,Garnish,11,2719,Livorno Sour,1805,vanilla bean,vanilla bean
15661,44.40,ml,Cognac,Brandy,5,2720,Long Iceland,572,cognac,cognac
15662,14.80,ml,Simple syrup,General,0,2720,Long Iceland,1656,simple syrup,simple syrup
15663,29.60,ml,Lemon Juice,General,0,2720,Long Iceland,1085,lemon juice,lemon juice
15664,,,Cola,General,0,2720,Long Iceland,581,cola,cola
15665,,wedge,Lime,Garnish,11,2720,Long Iceland,1114,lime,lime
15666,,,Lime,Garnish,11,2720,Long Iceland,1114,lime,lime
15667,59.10,ml,Whiskey,Whisky,4,2721,Los Angeles Cocktail,1855,whiskey,whiskey
15668,1/4,tsp,Sweet Vermouth,Wine,8,2721,Los Angeles Cocktail,1729,sweet vermouth,sweet vermouth
15669,29.60,ml,Lemon Juice,General,0,2721,Los Angeles Cocktail,1085,lemon juice,lemon juice
15670,1,tsp,Sugar,General,0,2721,Los Angeles Cocktail,1718,sugar,sugar
15671,1,,Egg,General,0,2721,Los Angeles Cocktail,730,egg,egg
15672,29.60,ml,Citrus Vodka,Vodka,3,2722,Lucious Lemon Drop,515,citrus vodka,citrus vodka
15673,7.40,ml,Lemon Juice,General,0,2722,Lucious Lemon Drop,1085,lemon juice,lemon juice
15674,7.40,ml,Agave Nectar,General,0,2722,Lucious Lemon Drop,14,agave nectar,
15675,,,Lemon,Garnish,11,2722,Lucious Lemon Drop,1079,lemon,lemon
15676,14.80,ml,Cinnamon Liqueur,Liqueur,10,2723,Luxury Lady,503,cinnamon liqueur,cinnamon liqueur
15677,59.10,ml,Port Wine,Wine,8,2723,Luxury Lady,1449,port wine,port
15678,29.60,ml,Cognac,Brandy,5,2723,Luxury Lady,572,cognac,cognac
15679,14.80,ml,Lemon Juice,General,0,2723,Luxury Lady,1085,lemon juice,lemon juice
15680,14.80,ml,Honey,General,0,2723,Luxury Lady,966,honey,honey
15681,2,dashes,Bitters,General,0,2723,Luxury Lady,208,bitters,bitters
15682,1,,Egg,General,0,2723,Luxury Lady,730,egg,egg
15683,,pinch,Nutmeg,General,0,2723,Luxury Lady,1245,nutmeg,nutmeg
15684,29.60,ml,Honey Vodka,Vodka,3,2724,Manuka Hot Toddy,971,honey vodka,honey vodka
15685,14.80,ml,Honey,General,0,2724,Manuka Hot Toddy,966,honey,honey
15686,14.80,ml,Lemon Juice,General,0,2724,Manuka Hot Toddy,1085,lemon juice,lemon juice
15687,,slice,Ginger,General,0,2724,Manuka Hot Toddy,867,ginger,ginger
15688,,,Water,General,0,2724,Manuka Hot Toddy,1845,water,water
15689,,,Lemon,Garnish,11,2724,Manuka Hot Toddy,1079,lemon,lemon
15690,,,Lemon,Garnish,11,2724,Manuka Hot Toddy,1079,lemon,lemon
15691,44.40,ml,Honey Vodka,Vodka,3,2725,Manuka Maple Sour,971,honey vodka,honey vodka
15692,29.60,ml,Lemon Juice,General,0,2725,Manuka Maple Sour,1085,lemon juice,lemon juice
15693,19.70,ml,Maple Syrup,General,0,2725,Manuka Maple Sour,1160,maple syrup,maple syrup
15694,3,dashes,Bitters,General,0,2725,Manuka Maple Sour,208,bitters,bitters
15695,,,Lemon,Garnish,11,2725,Manuka Maple Sour,1079,lemon,lemon
15696,,,Lemon,Garnish,11,2725,Manuka Maple Sour,1079,lemon,lemon
15697,44.40,ml,Tequila - Gold,Tequila,6,2726,Maria in the Garden,1764,tequila - gold,tequila - gold
15698,14.80,ml,Lemon Juice,General,0,2726,Maria in the Garden,1085,lemon juice,lemon juice
15699,14.80,ml,Agave Nectar,General,0,2726,Maria in the Garden,14,agave nectar,
15700,2,,Tomato,General,0,2726,Maria in the Garden,1784,tomato,tomato
15701,,,Lemon,Garnish,11,2726,Maria in the Garden,1079,lemon,lemon
15702,44.40,ml,Sambuca,Liqueur,10,2727,Maria's Marriage,1617,sambuca,sambuca
15703,14.80,ml,Maraschino Liqueur,Liqueur,10,2727,Maria's Marriage,1162,maraschino liqueur,maraschino liqueur
15704,14.80,ml,Lemon Juice,General,0,2727,Maria's Marriage,1085,lemon juice,lemon juice
15705,14.80,ml,Orange Flower Water,General,0,2727,Maria's Marriage,1273,orange flower water,orange flower water
15706,,,Cherry,Garnish,11,2727,Maria's Marriage,450,cherry,cherry
15707,,,Maraschino Cherry,Garnish,11,2727,Maria's Marriage,450,maraschino cherry,cherry
15708,59.10,ml,Pink Lemonade Vodka,Vodka,3,2728,Martini Pink,1413,pink lemonade vodka,pink lemonade vodka
15709,14.80,ml,Triple Sec,Liqueur,10,2728,Martini Pink,1791,triple sec,triple sec
15710,22.20,ml,Lemon Juice,General,0,2728,Martini Pink,1085,lemon juice,lemon juice
15711,,,Lemon,Garnish,11,2728,Martini Pink,1079,lemon,lemon
15712,,,Lemon,Garnish,11,2728,Martini Pink,1079,lemon,lemon
15713,44.40,ml,Marshmallow Vodka,Vodka,3,2729,Mash-Mellow,1167,marshmallow vodka,marshmallow vodka
15714,44.40,ml,Lemonade,General,0,2729,Mash-Mellow,1094,lemonade,lemonade
15715,14.80,ml,Lemon Juice,General,0,2729,Mash-Mellow,1085,lemon juice,lemon juice
15716,,,Club Soda,General,0,2729,Mash-Mellow,525,club soda,club soda
15717,,,Lemon,Garnish,11,2729,Mash-Mellow,1079,lemon,lemon
15718,59.10,ml,Dubonnet Rouge,Wine,8,2730,Merry Widow Fizz,719,dubonnet rouge,dubonnet rouge
15719,59.10,ml,Orange Juice,General,0,2730,Merry Widow Fizz,1275,orange juice,orange juice
15720,29.60,ml,Lemon Juice,General,0,2730,Merry Widow Fizz,1085,lemon juice,lemon juice
15721,1,,Egg,General,0,2730,Merry Widow Fizz,730,egg,egg
15722,,,Club Soda,General,0,2730,Merry Widow Fizz,525,club soda,club soda
15723,59.10,ml,Chocolate Liqueur,Liqueur,10,2731,MGM,486,chocolate liqueur,chocolate liqueur
15724,29.60,ml,Galliano,Liqueur,10,2731,MGM,776,galliano,galliano
15725,9.90,ml,Creme de Menthe,Liqueur,10,2731,MGM,612,creme de menthe,creme de menthe
15726,9.90,ml,Lemon Juice,General,0,2731,MGM,1085,lemon juice,lemon juice
15727,,sprig,Mint,General,0,2731,MGM,1213,mint,mint
15728,,,Mint,Garnish,11,2731,MGM,1212,mint,mint
15729,44.40,ml,Cachaça,Rum,2,2732,Midnight at the Copacabana,380,cachaça,cachaça
15730,22.20,ml,Apricot Brandy,Brandy,5,2732,Midnight at the Copacabana,106,apricot brandy,apricot brandy
15731,22.20,ml,Lemon Juice,General,0,2732,Midnight at the Copacabana,1085,lemon juice,lemon juice
15732,7.40,ml,Simple syrup,General,0,2732,Midnight at the Copacabana,1656,simple syrup,simple syrup
15733,2,dashes,Peach Bitters,General,0,2732,Midnight at the Copacabana,1346,peach bitters,peach bitters
15734,,,Cherry,Garnish,11,2732,Midnight at the Copacabana,450,cherry,cherry
15735,,slice,Orange,Garnish,11,2732,Midnight at the Copacabana,1263,orange,orange
15736,,,Orange,Garnish,11,2732,"Orange, Maraschino Cherry",1263,orange,orange
15737,,,Maraschino Cherry,Garnish,11,2732,"Orange, Maraschino Cherry",450,maraschino cherry,cherry
15738,22.20,ml,Cachaça,Rum,2,2733,Midnight Summer,380,cachaça,cachaça
15739,22.20,ml,Coffee Liqueur,Liqueur,10,2733,Midnight Summer,560,coffee liqueur,coffee liqueur
15740,22.20,ml,Lemon Juice,General,0,2733,Midnight Summer,1085,lemon juice,lemon juice
15741,14.80,ml,Agave Nectar,General,0,2733,Midnight Summer,14,agave nectar,
15742,29.60,ml,Midori Melon Liqueur,Liqueur,10,2734,Midori Comsopolitan,1210,midori melon liqueur,midori melon liqueur
15743,29.60,ml,Citrus Vodka,Vodka,3,2734,Midori Comsopolitan,515,citrus vodka,citrus vodka
15744,29.60,ml,Cranberry Juice,General,0,2734,Midori Comsopolitan,600,cranberry juice,cranberry juice
15745,14.80,ml,Lemon Juice,General,0,2734,Midori Comsopolitan,1085,lemon juice,lemon juice
15746,,,Raspberry,Garnish,11,2734,Midori Comsopolitan,1470,raspberry,raspberry
15747,29.60,ml,Midori Melon Liqueur,Liqueur,10,2735,Midori June Bug,1210,midori melon liqueur,midori melon liqueur
15748,14.80,ml,Coconut Rum,Rum,2,2735,Midori June Bug,543,coconut rum,coconut rum
15749,14.80,ml,Banana Liqueur,Liqueur,10,2735,Midori June Bug,160,banana liqueur,banana liqueur
15750,59.10,ml,Pineapple Juice,General,0,2735,Midori June Bug,1405,pineapple juice,pineapple juice
15751,29.60,ml,Lemon Juice,General,0,2735,Midori June Bug,1085,lemon juice,lemon juice
15752,,,Pineapple,Garnish,11,2735,Midori June Bug,1402,pineapple,pineapple
15753,22.20,ml,Midori Melon Liqueur,Liqueur,10,2736,Midori La Pomme,1210,midori melon liqueur,midori melon liqueur
15754,29.60,ml,Cognac,Brandy,5,2736,Midori La Pomme,572,cognac,cognac
15755,1,squeeze,Lemon Juice,General,0,2736,Midori La Pomme,1085,lemon juice,lemon juice
15756,,,Apple Juice,General,0,2736,Midori La Pomme,983,apple juice,ice
15757,,,Apple,Garnish,11,2736,Midori La Pomme,83,apple,apple
15758,29.60,ml,Midori Melon Liqueur,Liqueur,10,2737,Midori Slipper,1210,midori melon liqueur,midori melon liqueur
15759,29.60,ml,Tequila - Silver,Tequila,6,2737,Midori Slipper,1765,tequila - silver,tequila - silver
15760,29.60,ml,Triple Sec,Liqueur,10,2737,Midori Slipper,1791,triple sec,triple sec
15761,29.60,ml,Lemon Juice,General,0,2737,Midori Slipper,1085,lemon juice,lemon juice
15762,,,Maraschino Cherry,Garnish,11,2737,Midori Slipper,450,maraschino cherry,cherry
15763,29.60,ml,Midori Melon Liqueur,Liqueur,10,2738,Midori Sour,1210,midori melon liqueur,midori melon liqueur
15764,59.10,ml,Sweet and Sour Mix,General,0,2738,Midori Sour,1727,sweet and sour mix,sweet and sour mix
15765,29.60,ml,Lemon Juice,General,0,2738,Midori Sour,1085,lemon juice,lemon juice
15766,,,Orange,Garnish,11,2738,Midori Sour,1263,orange,orange
15767,44.40,ml,Irish Whiskey,Whisky,4,2739,Mike Collins,992,irish whiskey,irish whiskey
15768,1,tbsp,Simple syrup,General,0,2739,Mike Collins,1656,simple syrup,simple syrup
15769,29.60,ml,Lemon Juice,General,0,2739,Mike Collins,1085,lemon juice,lemon juice
15770,,,Club Soda,General,0,2739,Mike Collins,525,club soda,club soda
15771,1,slice,Orange,General,0,2739,Mike Collins,1262,orange,orange
15772,1,,Cherry,Garnish,11,2739,Mike Collins,450,cherry,cherry
15773,,,Orange,Garnish,11,2739,"Orange, Maraschino Cherry",1263,orange,orange
15774,,,Maraschino Cherry,Garnish,11,2739,"Orange, Maraschino Cherry",450,maraschino cherry,cherry
15775,1,shot,Irish Whiskey,Whisky,4,2740,Mini Sour,992,irish whiskey,irish whiskey
15776,22.20,ml,Lemon Juice,General,0,2740,Mini Sour,1085,lemon juice,lemon juice
15777,14.80,ml,Simple syrup,General,0,2740,Mini Sour,1656,simple syrup,simple syrup
15778,,dash,Angostura Bitters,General,0,2740,Mini Sour,73,angostura bitters,angostura bitters
15779,,,Egg,General,0,2740,Mini Sour,730,egg,egg
15780,44.40,ml,Tequila - Gold,Tequila,6,2741,Missouri Mule Punch,1764,tequila - gold,tequila - gold
15781,29.60,ml,Cointreau,Liqueur,10,2741,Missouri Mule Punch,580,cointreau,cointreau
15782,14.80,ml,Lemon Juice,General,0,2741,Missouri Mule Punch,1085,lemon juice,lemon juice
15783,14.80,ml,Passion Fruit Juice,General,0,2741,Missouri Mule Punch,1329,passion fruit juice,passion fruit juice
15784,,,Ginger Ale,General,0,2741,Missouri Mule Punch,868,ginger ale,ginger ale
15785,73.90,ml,Scotch Whiskey,Whisky,4,2742,Modern Cocktail,1855,scotch whiskey,whiskey
15786,1,tsp,Dark Rum,Rum,2,2742,Modern Cocktail,661,dark rum,dark rum
15787,1,tsp,Absinthe,Spirits,21,2742,Modern Cocktail,1,absinthe,absinthe
15788,1,tsp,Lemon Juice,General,0,2742,Modern Cocktail,1085,lemon juice,lemon juice
15789,4,dashes,Orange Bitters,General,0,2742,Modern Cocktail,1264,orange bitters,orange bitters
15790,1,,Cherry,Garnish,11,2742,Modern Cocktail,450,cherry,cherry
15791,,,Maraschino Cherry,Garnish,11,2742,Modern Cocktail,450,maraschino cherry,cherry
15792,29.60,ml,Genever,Liqueur,10,2743,Monarchy,783,genever,genever
15793,29.60,ml,Elderflower Liqueur,Liqueur,10,2743,Monarchy,734,elderflower liqueur,elderflower liqueur
15794,19.70,ml,Lemon Juice,General,0,2743,Monarchy,1085,lemon juice,lemon juice
15795,12,leaves,Mint,General,0,2743,Monarchy,1213,mint,mint
15796,,,Club Soda,General,0,2743,Monarchy,525,club soda,club soda
15797,,,Mint,Garnish,11,2743,"Mint, Lemon",1212,mint,mint
15798,,,Lemon,Garnish,11,2743,"Mint, Lemon",1079,lemon,lemon
15799,44.40,ml,Apple Brandy,Brandy,5,2744,Montparnasse,86,apple brandy,apple brandy
15800,22.20,ml,Elderflower Liqueur,Liqueur,10,2744,Montparnasse,734,elderflower liqueur,elderflower liqueur
15801,14.80,ml,Lemon Juice,General,0,2744,Montparnasse,1085,lemon juice,lemon juice
15802,14.80,ml,White Wine,Wine,8,2744,Montparnasse,1873,white wine,white wine
15803,,,Apple,Garnish,11,2744,Montparnasse,83,apple,apple
15804,59.10,ml,Brandy,Brandy,5,2745,Moonlight,350,brandy,brandy
15805,59.10,ml,Lemon Juice,General,0,2745,Moonlight,1085,lemon juice,lemon juice
15806,1/2,tsp,Sugar,General,0,2745,Moonlight,1718,sugar,sugar
15807,22.20,ml,Tuaca Vanilla Citrus Liqueur,Liqueur,10,2746,Moroccan Tuacan,1799,tuaca vanilla citrus liqueur,tuaca vanilla citrus liqueur
15808,22.20,ml,Tea,General,0,2746,Moroccan Tuacan,1758,tea,tea
15809,,splash,Lemon Juice,General,0,2746,Moroccan Tuacan,1085,lemon juice,lemon juice
15810,,sprig,Mint,General,0,2746,Moroccan Tuacan,1213,mint,mint
15811,,,Mint,Garnish,11,2746,Moroccan Tuacan,1212,mint,mint
15812,44.40,ml,Whiskey,Whisky,4,2747,Natural Stock,1855,whiskey,whiskey
15813,14.80,ml,Midori Melon Liqueur,Liqueur,10,2747,Natural Stock,1210,midori melon liqueur,midori melon liqueur
15814,1,tsp,Banana Liqueur,Liqueur,10,2747,Natural Stock,160,banana liqueur,banana liqueur
15815,1,tbsp,Lemon Juice,General,0,2747,Natural Stock,1085,lemon juice,lemon juice
15816,1,tbsp,Pineapple Juice,General,0,2747,Natural Stock,1405,pineapple juice,pineapple juice
15817,,,Lime,Garnish,11,2747,"Lime, Maraschino Cherry",1114,lime,lime
15818,,,Maraschino Cherry,Garnish,11,2747,"Lime, Maraschino Cherry",450,maraschino cherry,cherry
15819,29.60,ml,Cognac,Brandy,5,2748,Naughty By Nature,572,cognac,cognac
15820,14.80,ml,Spiced Rum,Rum,2,2748,Naughty By Nature,1694,spiced rum,spiced rum
15821,1,tbsp,Pear,General,0,2748,Naughty By Nature,1364,pear,pear
15822,29.60,ml,Apple Juice,General,0,2748,Naughty By Nature,983,apple juice,ice
15823,1,tbsp,Vanilla Syrup,General,0,2748,Naughty By Nature,1813,vanilla syrup,vanilla syrup
15824,1,tsp,Lemon Juice,General,0,2748,Naughty By Nature,1085,lemon juice,lemon juice
15825,2,slices,Pear,Garnish,11,2748,Naughty By Nature,1363,pear,pear
15826,1,bottle,Port Wine,Wine,8,2749,Negus Punch,1449,port wine,port
15827,1,,Lemon,General,0,2749,Negus Punch,1080,lemon,lemon
15828,8,cubes,Sugar,General,0,2749,Negus Punch,1718,sugar,sugar
15829,2,sticks,Cinnamon,General,0,2749,Negus Punch,502,cinnamon,cinnamon
15830,1,,Nutmeg,General,0,2749,Negus Punch,1245,nutmeg,nutmeg
15831,7,,Clove,General,0,2749,Negus Punch,522,clove,clove
15832,1/2,tsp,Allspice,General,0,2749,Negus Punch,21,allspice,allspice
15833,,,Water,General,0,2749,Negus Punch,1845,water,water
15834,14.80,ml,Lemon Juice,General,0,2749,Negus Punch,1085,lemon juice,lemon juice
15835,44.40,ml,Scotch Whiskey,Whisky,4,2750,Nerida,1855,scotch whiskey,whiskey
15836,29.60,ml,Lemon Juice,General,0,2750,Nerida,1085,lemon juice,lemon juice
15837,2,slices,Lemon,Garnish,11,2750,Nerida,1079,lemon,lemon
15838,,,Ginger Ale,General,0,2750,Nerida,868,ginger ale,ginger ale
15839,,,Lemon,Garnish,11,2750,"Lemon, Lime",1079,lemon,lemon
15840,,,Lime,Garnish,11,2750,"Lemon, Lime",1114,lime,lime
15841,44.40,ml,Cognac,Brandy,5,2751,New York Sour,572,cognac,cognac
15842,14.80,ml,Orange Liqueur,Liqueur,10,2751,New York Sour,1277,orange liqueur,orange liqueur
15843,22.20,ml,Lemon Juice,General,0,2751,New York Sour,1085,lemon juice,lemon juice
15844,14.80,ml,Orgeat Syrup,General,0,2751,New York Sour,1300,orgeat syrup,orgeat syrup
15845,,,Currant Berries,Garnish,11,2751,New York Sour,651,currant berries,currant berries
15846,,,Red Wine,Wine,8,2751,New York Sour,1486,red wine,red wine
15847,,,Redcurrant,Garnish,11,2751,New York Sour,1490,redcurrant,redcurrant
15848,29.60,ml,Orange Vodka,Vodka,3,2752,O Seduction,1292,orange vodka,orange vodka
15849,1,tbsp,Grapefruit Juice,General,0,2752,O Seduction,909,grapefruit juice,grapefruit juice
15850,1,tsp,Agave Nectar,General,0,2752,O Seduction,14,agave nectar,
15851,1,tsp,Lemon Juice,General,0,2752,O Seduction,1085,lemon juice,lemon juice
15852,1,dash,Pomegranate Juice,General,0,2752,O Seduction,1438,pomegranate juice,pomegranate juice
15853,,,Grapefruit,Garnish,11,2752,O Seduction,904,grapefruit,grapefruit
15854,44.40,ml,Genever,Liqueur,10,2753,Old Spiced,783,genever,genever
15855,14.80,ml,Passionfruit Liqueur,Liqueur,10,2753,Old Spiced,1333,passionfruit liqueur,passionfruit liqueur
15856,14.80,ml,Lemon Juice,General,0,2753,Old Spiced,1085,lemon juice,lemon juice
15857,7.40,ml,Simple syrup,General,0,2753,Old Spiced,1656,simple syrup,simple syrup
15858,1,,Chili Pepper,General,0,2753,Old Spiced,470,chili pepper,chili pepper
15859,1/2,,Passion Fruit,General,0,2753,Old Spiced,1326,passion fruit,passion fruit
15860,,,Chili Pepper,Garnish,11,2753,"Chili Pepper, Passion fruit",471,chili pepper,chili pepper
15861,,,Passion fruit,Garnish,11,2753,"Chili Pepper, Passion fruit",1327,passion fruit,passion fruit
15862,44.40,ml,Kiwi Vodka,Vodka,3,2754,Old Time Kiwi Lemonade,1060,kiwi vodka,kiwi vodka
15863,44.40,ml,Lemon Juice,General,0,2754,Old Time Kiwi Lemonade,1085,lemon juice,lemon juice
15864,2,tsp,Sugar,General,0,2754,Old Time Kiwi Lemonade,1718,sugar,sugar
15865,,,Club Soda,General,0,2754,Old Time Kiwi Lemonade,525,club soda,club soda
15866,,wedges,Lemon,Garnish,11,2754,Old Time Kiwi Lemonade,1079,lemon,lemon
15867,,,Lemon,Garnish,11,2754,Old Time Kiwi Lemonade,1079,lemon,lemon
15868,1,bottle,Southern Comfort,Whisky,4,2755,Open House Punch,1678,southern comfort,southern comfort
15869,177.40,ml,Lemon Juice,General,0,2755,Open House Punch,1085,lemon juice,lemon juice
15870,177.40,ml,Orange Juice,General,0,2755,Open House Punch,1275,orange juice,orange juice
15871,177.40,ml,Lemonade,General,0,2755,Open House Punch,1094,lemonade,lemonade
15872,2,liters,Lemon-Lime Soda,General,0,2755,Open House Punch,1092,lemon-lime soda,lemon-lime soda
15873,,,Lemon,Garnish,11,2755,Open House Punch,1079,lemon,lemon
15874,44.40,ml,Genever,Liqueur,10,2756,Orange Collins,783,genever,genever
15875,14.80,ml,Orange Liqueur,Liqueur,10,2756,Orange Collins,1277,orange liqueur,orange liqueur
15876,29.60,ml,Lemon Juice,General,0,2756,Orange Collins,1085,lemon juice,lemon juice
15877,7.40,ml,Simple syrup,General,0,2756,Orange Collins,1656,simple syrup,simple syrup
15878,2,dashes,Angostura Bitters,General,0,2756,Orange Collins,73,angostura bitters,angostura bitters
15879,,,Club Soda,General,0,2756,Orange Collins,525,club soda,club soda
15880,,,Bols Cacao White Foam,Liqueur,10,2756,Orange Collins,315,bols cacao white foam,bols cacao white foam
15881,2,slices,Orange,General,0,2756,Orange Collins,1262,orange,orange
15882,,,Orange,Garnish,11,2756,Orange Collins,1263,orange,orange
15883,59.10,ml,Cachaça,Rum,2,2757,Orange Ginger Smash,380,cachaça,cachaça
15884,1/8,inch,Ginger,General,0,2757,Orange Ginger Smash,867,ginger,ginger
15885,1/8,,Orange,General,0,2757,Orange Ginger Smash,1262,orange,orange
15886,14.80,ml,Simple syrup,General,0,2757,Orange Ginger Smash,1656,simple syrup,simple syrup
15887,7.40,ml,Lemon Juice,General,0,2757,Orange Ginger Smash,1085,lemon juice,lemon juice
15888,,,Orange,Garnish,11,2757,Orange Ginger Smash,1263,orange,orange
15889,44.40,ml,Pisco,Brandy,5,2758,Original Pisco Sour,1419,pisco,pisco
15890,22.20,ml,Lemon Juice,General,0,2758,Original Pisco Sour,1085,lemon juice,lemon juice
15891,2,tsp,Sugar,General,0,2758,Original Pisco Sour,1718,sugar,sugar
15892,3,dashes,Angostura Bitters,General,0,2758,Original Pisco Sour,73,angostura bitters,angostura bitters
15893,1,,Egg,General,0,2758,Original Pisco Sour,730,egg,egg
15894,29.60,ml,Amaretto,Liqueur,10,2759,Papa G,34,amaretto,amaretto
15895,1,dash,Lemon Juice,General,0,2759,Papa G,1085,lemon juice,lemon juice
15896,1,dash,Simple syrup,General,0,2759,Papa G,1656,simple syrup,simple syrup
15897,1,drop,Angostura Bitters,General,0,2759,Papa G,73,angostura bitters,angostura bitters
15898,29.60,ml,Brandy,Brandy,5,2760,Parisien,350,brandy,brandy
15899,14.80,ml,Apple Brandy,Brandy,5,2760,Parisien,86,apple brandy,apple brandy
15900,29.60,ml,Lemon Juice,General,0,2760,Parisien,1085,lemon juice,lemon juice
15901,14.80,ml,Pear Brandy,Brandy,5,2760,Parisien,1365,pear brandy,pear brandy
15902,,,Simple syrup,General,0,2760,Parisien,1656,simple syrup,simple syrup
15903,,,Apple,Garnish,11,2760,"Apple, Pear",83,apple,apple
15904,,,Pear,Garnish,11,2760,"Apple, Pear",1363,pear,pear
15905,44.40,ml,Passionfruit Vodka,Vodka,3,2761,Passion Drop,1334,passionfruit vodka,passionfruit vodka
15906,7.40,ml,Triple Sec,Liqueur,10,2761,Passion Drop,1791,triple sec,triple sec
15907,14.80,ml,Lemon Juice,General,0,2761,Passion Drop,1085,lemon juice,lemon juice
15908,7.40,ml,Passion Fruit Syrup,General,0,2761,Passion Drop,1332,passion fruit syrup,passion fruit syrup
15909,,,Lemon,Garnish,11,2761,Passion Drop,1079,lemon,lemon
15910,29.60,ml,Passionfruit Vodka,Vodka,3,2762,Passionate Bishop,1334,passionfruit vodka,passionfruit vodka
15911,14.80,ml,Passion Fruit Syrup,General,0,2762,Passionate Bishop,1332,passion fruit syrup,passion fruit syrup
15912,14.80,ml,Orange Juice,General,0,2762,Passionate Bishop,1275,orange juice,orange juice
15913,,dash,Lemon Juice,General,0,2762,Passionate Bishop,1085,lemon juice,lemon juice
15914,,,Red Wine,Wine,8,2762,Passionate Bishop,1486,red wine,red wine
15915,37.00,ml,Tequila - Silver,Tequila,6,2763,Patron and Stormy,1765,tequila - silver,tequila - silver
