,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
574,"Speyside Scotch, Macallan 12 (Sherry Oak)",Whisky,4,236,The Sherried Cherry
669,Spiced Rum,Rum,2,294,Stew's Sideyard Punch
1138,"Spiced Rum, Kraken",Rum,2,648,Citrus Fever
793,"Spiced Rum, Sailor Jerry",Rum,2,373,Two Hits
1801,Spiral-cut orange peel,Garnish,11,1360,Nui Nui
1278,Spruce Simple syrup,General,0,797,Firred Word
1002,Squid ink,General,0,547,Black Bowtie Gimlet
1869,Sriracha Sauce,General,0,1460,Del Toro
2040,Star Anise,General,0,2145,Caorunn Gin and Tea
308,Star Anise,Garnish,11,101,Phantastic Voyage
1893,Star Fruit,Garnish,11,1509,"Star Fruit, Mint, Maraschino Cherry"
1181,Starfruit,Garnish,11,683,Cthuhlua
2140,Stone Pine Liqueur,Liqueur,10,2802,Rested Miss Clementine
506,Strawberry,General,0,206,Le Saint Esprit (The Holy Spirit)
446,Strawberry,Garnish,11,175,Resting Point
982,Strawberry (Medium-sized),General,0,527,Berry Wall
761,Strawberry (sliced),General,0,349,Tiki Diki
1136,Strawberry (small to medium),General,0,647,Ciquita Picante
1681,Strawberry Daiquiri,Rum,2,1209,Miami Vice
2146,Strawberry Juice,General,0,2862,Sunny Sangria
1819,Strawberry Liqueur,Liqueur,10,1380,Au Nom de la Rose
1921,Strawberry Puree,General,0,1599,Rude Jude
1897,Strawberry Rum,Rum,2,1520,Independence Sparkler
1931,Strawberry Schnapps,Liqueur,10,1630,Strawberry Mojito
1642,Strawberry Slice,Garnish,11,1173,Strawberry Daiquiri
1922,Strawberry Syrup,General,0,1599,Rude Jude
2145,Strawberry Vodka,Vodka,3,2855,Strasberi Fields
699,Strawberry preserves,General,0,313,Summertime Clothes
1473,Strawberry preserves (Heaped),General,0,1004,King's Breakfast
686,Strawberry puree,General,0,306,Suicide Strawberry Blonde
238,Strawberry shrub,General,0,75,Oude Bloodhound
351,"Strawberry shrub (With basil, kiwi, & black peppercorns)",General,0,125,Piso Mojado
151,Strawberry/Raspberry shrub,General,0,42,No Problem w/ This 1
140,Strega,Liqueur,10,38,Night Tripper
936,Strega (or Yellow Chartreuse),General,0,486,Armenita
1714,Studded Lemon Peel,Garnish,11,1248,Hot Toddy
252,Sugar,Garnish,11,79,Pamalagro Crusta
128,Sugar,General,0,34,New York Stone Sour
425,Sugar (Divided),General,0,160,Raspberry Punch
116,Sugar (For rimming the glass),General,0,30,Negroni Crusta
1096,Sugar (Or 1 tsp),General,0,625,Casa Samba
1263,Sugar (half rim),General,0,780,Farmer's Armagnac
2158,Sugar Cookie Vodka,Vodka,3,2992,Sugar Cookitini
459,Sugar cube,General,0,180,Rhuld-Fashioned
1752,Sugared Lemon Wheel,Garnish,11,1302,Passion Fruit Drop
55,Suze,Liqueur,10,10,Montreal Cocktail
814,Suze (Or other gentian liqueur),Liqueur,10,389,Vaquero
126,Swedish Punsch,Liqueur,10,33,New Nails
865,Swedish bitters,General,0,427,Yakuza
1516,Sweet Marsala,Wine,8,1073,M & M
1656,Sweet Vermouth,Wine,8,1184,Americano
1871,Sweet and Sour Mix,General,0,1463,Disaronno Gold
112,Sweet vermouth,Wine,8,29,Negroni Club
1155,Sweet vermouth (Infused with coffee),Wine,8,664,Constantinople
1221,"Sweet vermouth, Carpano",Wine,8,720,Delivery Day
45,"Sweet vermouth, Carpano Antica Formula",Wine,8,8,Montauk (NoMad)
1549,"Sweet vermouth, Carpano Antica Formula (Coffee Infused)",Wine,8,1118,Midnight in Manhattan (Woodford)
44,"Sweet vermouth, Carpano Punt e Mes",Wine,8,8,Montauk (NoMad)
930,"Sweet vermouth, Casa Mariol Vermut Negre",Wine,8,482,Antigua Plaza
1529,"Sweet vermouth, Cinzano",Wine,8,1089,Manhattan (Bénédictine)
1099,"Sweet vermouth, Cinzano Bianco",Wine,8,626,Casa Arancione
1118,"Sweet vermouth, Cocchi",Wine,8,637,Cherry Herring No. 2
120,"Sweet vermouth, Cocchi Vermouth di Torino",Wine,8,32,Negroni Sans
271,"Sweet vermouth, Dolin",Wine,8,85,The Pastry War Cocktail
412,"Sweet vermouth, Dolin (Red)",Wine,8,152,Purple Rain
1298,"Sweet vermouth, Noilly Prat",Wine,8,816,Fourth Degree
1534,"Sweet vermouth, Vya",Wine,8,1099,Massa[man]hattan
1545,Sweetened condensed milk,General,0,1114,Mezcal Cafe su Da
1312,Syrup of roses,General,0,832,G'Vine Blush
1685,Tabasco sauce,General,0,1211,Bloody Mary
2104,Tamarind juice,General,0,2631,Donn Beach Lives
1205,Tamarind syrup,General,0,700,"Dammit, Jen!"
1339,Tangerine (wheel),General,0,852,Gin Hopper
927,Tangerine juice,General,0,481,The Antioxidant
1338,Tangerine peel,General,0,852,Gin Hopper
1905,Tarragon,General,0,1534,Le Bonheur est dans le Pre
1510,Tarragon,Garnish,11,1066,The Lorraine Sour
918,Tawny port,Wine,8,478,...and Antarctica
379,Tawny port (10 years),Wine,8,135,The Pontchartrain
1064,Tawny port (Porto Kopke),Wine,8,594,Bruceland Sour
1874,Tea,General,0,1478,Five Island Tea Punch
467,"Tea (Black tea, strong steep, cooled)",General,0,183,Right Handed Planter
374,"Tea (Black, strong)",General,0,132,Pointsetta Punch
651,"Tea (blood orange, strong)",General,0,282,The Spice Channel
1443,Tea syrup (Jasmine green tea),General,0,966,Invitation to a Beheading
920,Tea syrup (Lapsang Souchong-demerara syrup),General,0,478,...and Antarctica
274,"Tea, Chai",General,0,85,The Pastry War Cocktail
1494,"Tennessee whiskey, George Dickel",Whisky,4,1035,Leap Day
183,Tequila,Tequila,6,56,Oaxacan Smash
1543,Tequila (or mezcal),Tequila,6,1113,Mexican Razor Blade
1823,Tequila - Gold,Tequila,6,1387,Backhoe
1809,Tequila - Silver,Tequila,6,1365,Adios Mother Iced Tea
165,"Tequila, Calle 23 (Anejo)",Tequila,6,50,Nutty Aztec
581,"Tequila, Don Julio Blanco",Tequila,6,242,Silver 75
886,"Tequila, El Jimador Reposado (aloe washed, see note)",Tequila,6,444,3 o'clock
322,"Tequila, Espolon Reposado",Tequila,6,108,Pierre Rodriguez
1133,"Tequila, Jose Cuervo Tradicional Silver",Tequila,6,645,CINCO DE MAYO
341,"Tequila, Milagro Silver",Tequila,6,121,Piquant Paloma
973,"Tequila, Ocho Blanco",Tequila,6,519,Beetox Margarita
580,"Tequila, Ocho Reposado",Tequila,6,241,Siete Cocktail
134,"Tequila, Tromba",Tequila,6,36,Nice Bitter Toast
952,Teriyaki sauce,General,0,499,The Aves
725,Thai Basil,General,0,330,TBD (Thai Basil Daiquiri)
2043,Thistle,Garnish,11,2175,Dont Thistle My Pink
1578,Three Maraschino Cherries,Garnish,11,1135,3 Dots and a Dash
752,Thyme,Garnish,11,344,Thyme and Thyme Again
750,Thyme,General,0,343,Thyme Cocktail
2004,Tia Maria,Liqueur,10,1931,October Revolution
2053,Tincture,General,0,2245,Gin Tincture Toddy
2038,Tomato,General,0,2139,Broadway
1959,Tomato,Garnish,11,1718,Bloody Mary 1
1683,Tomato Juice,General,0,1211,Bloody Mary
1907,Tonic Water,General,0,1538,Light and Tonic
94,Tonic water,General,0,20,Nandakhal
655,Tonic water syrup,General,0,285,Sping is Here Pimms Cup
768,"Tonic water, Boylan Heritage Tonic water",General,0,354,Tonic Cubano
1168,"Tonic water, Fever Tree",General,0,677,Cotton Sox
360,"Tonic water, Fever Tree elderflower tonic (to top)",General,0,127,Pixie Fingers
848,"Trifecta Bitters, ESS (**)",General,0,417,Witch Hazel
1808,Triple Sec,Liqueur,10,1364,Adios Mother
430,Triple sec,Liqueur,10,165,The Red Corvette
167,Triple sec (Monin),Liqueur,10,50,Nutty Aztec
627,"Triple sec, Cointreau",Liqueur,10,270,Solstice
1106,"Triple sec, Cointreau Noir",Liqueur,10,630,Chac Mool
262,"Triple sec, Combier L'Original Liqueur D'Orange",Liqueur,10,82,Pantone
1649,Tropical Fruits,Garnish,11,1178,The White Walker
2024,Tropix Liqueur,Liqueur,10,2036,Tropix Breeze
962,Tuaca,General,0,508,Bangalter
2018,Tuaca Vanilla Citrus Liqueur,Liqueur,10,2010,Summer Fresh
1618,Two Maraschino Cherries / Parasol,Garnish,11,1153,Hawaiian Slammer
1599,Umbrella,Garnish,11,1143,Blue Hawaii
1477,Umeshu,Liqueur,10,1007,Koi Pond Punch
1320,Underberg bitters,General,0,836,Gallflower
1928,Vanilla Bean,Garnish,11,1626,"Orange, Vanilla Bean"
1904,Vanilla Extract,General,0,1533,Lallah Rookh Cocktail
1609,Vanilla Ice Cream,General,0,1149,Frozen Mudslide
1861,Vanilla Liqueur,Liqueur,10,1446,Coquito
1745,Vanilla Rum,Rum,2,1294,Easy Pina Colada
1132,"Vanilla Soda water, DRY Vanilla Bean (top with)",General,0,644,Church Bay Cooler
2007,Vanilla Syrup,General,0,1952,Pornstar Martini
1934,Vanilla Vodka,Vodka,3,1642,UV Vanilla Iced Tea
1188,Vanilla extract,General,0,689,Cure for Eric
1409,Vanilla extract (Optional),General,0,919,Hikihoho
591,Vanilla extract (bourbon),General,0,246,Sin Jefe
1514,Vanilla ice cream,General,0,1072,Lux Peccato
475,Vanilla liqueur,Liqueur,10,186,Roca Alexander
563,Vanilla liqueur (Nassau Royale),Liqueur,10,232,The Shark Lady
266,"Vanilla liqueur, Nanys (or Licor 43)",Liqueur,10,83,Pasado de Moda
320,Vanilla syrup,General,0,106,Pickwick Club
646,"Vanilla syrup, B.G. Reynolds (pimento spiced, Don’s Spices)",General,0,280,Space Ape
1164,VeeV Açaí Spirit,Spirits,21,673,Corpse ReVeeVer
1147,"Venezuelan rum, Diplomatico",Rum,2,656,Coffee Cobbler
1246,Vermouth Rojo (Fernando de Castilla Vermut de Jerez),Wine,8,750,Ed Mort
1198,"Vermouth Rojo, Primitivo Quiles",Wine,8,693,Czech Your Head
2147,Vinegar,General,0,2877,Tiger Rouge Caipirinha
1835,Violet Liqueur,Liqueur,10,1405,Blueberry Daiquiri
2101,Violet Syrup,General,0,2606,Cointreau Teese
210,"Virgin Islands Rum, Cruzan Blackstrap",Rum,2,65,Onyx
166,Vodka,Vodka,3,50,Nutty Aztec
709,Vodka (Pineapple & Ginger infused),Vodka,3,320,Sweatpants & Vodka
782,"Vodka (dry apple, cinnamon and allspice flavored)",Vodka,3,365,Treble Green
1283,Vodka (rhubarb infused),Vodka,3,806,Flower Tart
1502,Vodka (wheat based),Vodka,3,1047,Limey Ben
1491,"Vodka, Absolut",Vodka,3,1029,Latin Lover
981,"Vodka, Hangar One (Spiced Pear)",Vodka,3,526,The Berkeleyside Cocktail
283,"Vodka, Reyka",Vodka,3,91,The Penthouse
1457,"Vodka, Sobieski",Vodka,3,982,Jalapeño de Oro
192,"Vodka, Sobieski (Cucumber infused)",Vodka,3,59,Off The Vine
1386,"Vodka, Stolichnaya",Vodka,3,899,Harvey Weissbanger
347,Walnut Liqueur,Liqueur,10,122,Pirate's Alley
1331,Walnut Liqueur (Eda Rhyme nocino),Liqueur,10,844,The Geometry of Shadows
174,"Walnut Liqueur, Nux Alpina",Liqueur,10,52,Nutty Frenchman
853,"Walnut Liqueur, Nux Alpina (Or Nocino)",Liqueur,10,422,Working in a Coal Mine
1227,Walnut oil,General,0,729,The Difference Engine
1940,Wasabi,General,0,1675,57 Wasabi Bloody Mary
893,Water,General,0,447,5 Spot
131,Water (Hot),General,0,35,Newton's Law (apple butter variation)
1431,Water (Warm),General,0,945,Hulk Smash!
592,Water (cold),General,0,247,Singapore Cricket Club Gin Sling
1848,Watermelon,General,0,1427,Cali Sparks
1849,Watermelon,Garnish,11,1427,Cali Sparks
2148,Watermelon Juice,General,0,2894,Watermelon Wave
1978,Watermelon Liqueur,Liqueur,10,1801,Effen Summer Punch
1883,Watermelon Pucker,Liqueur,10,1490,Frozen Melon Madness
1650,Watermelon Thai Basil Syrup,General,0,1179,Watermelon Thai Basil Daiquiri
1387,"Weissbier, Dennison's",Beer,7,899,Harvey Weissbanger
1611,Whipped Cream,Garnish,11,1149,Frozen Mudslide
1738,Whipped Cream,General,0,1288,Spanish Coffee
2159,Whipped Cream Vodka,Vodka,3,2995,Whipped Iced Latte
1460,Whipped cream,General,0,983,Jamaican Beer
721,Whiskey,Whisky,4,327,Tallahassee
1418,Whiskey (7 Stills honeydew),Whisky,4,933,Hop Springs Eternal
1405,Whiskey (Lost Republic Straight Bourbon Whiskey),Whisky,4,918,High Brow Board Walk
616,"Whiskey, Balcones Brimstone",Whisky,4,262,Smoked Margarita
594,"Whiskey, Buffalo Trace",Whisky,4,249,Sioux City Slugger
905,White Birch Beer,Beer,7,460,Adirondack
1779,White Creme de Cacao,Liqueur,10,1332,Golden Cadillac
409,White Crème de Menthe,Liqueur,10,150,Purification
1799,White Grapefruit Juice,General,0,1359,Navy Grog
282,White Peach Shrub,General,0,90,Pêcher du Soleil
1802,White Rum,Rum,2,1361,9 Lives
1841,White Wine,Wine,8,1412,Buddha Punch
1507,White chocolate liqueur,Liqueur,10,1057,The Little Miss
1702,White granulated sugar,General,0,1230,Caipiroska / Capivodka
110,White grapefruit juice,General,0,27,NeGrogni
747,White grapefruit juice (pink),General,0,340,Thursday's Child
312,White port,Wine,8,102,PHI-FLIP
753,White port (Churchill),Wine,8,345,Thyme Machine
749,"White whiskey, Bully Boy",Whisky,4,341,Thunder Shirt
1216,"White whiskey, Death's Door",Whisky,4,713,Dear Gowanus
675,Whole Egg,General,0,297,Stiggins' Fancy Flip
1734,Whole Milk,General,0,1284,Uncle Angelo's Eggnog
2126,Wild Strawberry Liqueur,Liqueur,10,2710,La Seine Fizz
1207,Wild hibiscus syrup,General,0,704,Dark Day
1652,Worcestershire Sauce,General,0,1182,Michelada
631,"Wormwood bitters, Cocktail Kingdom",General,0,272,Sonic Titan
2001,X-Rated Fusion Liqueur,Liqueur,10,1876,L.A.X
1628,Yellow Chartreuse,Liqueur,10,1160,Mezcal Mai Tai
802,Yellow bell pepper,General,0,378,Un Poivron en Vacances (Mr Pepper on Holiday)
2015,Yoghurt Liqueur,Liqueur,10,1979,Scroppino
2150,Yogurt,General,0,2912,Accelerator
310,"Yogurt liqueur, Bols",Liqueur,10,102,PHI-FLIP
172,Yuzu juice,General,0,51,Number 6
666,Yuzu juice (Paradise “Sour” Mix),General,0,292,Stay Gold
1497,Yuzu syrup,General,0,1039,Leiya Unchained
1285,Zhuyeqing Liquor,General,0,807,Flowing With The Tea
293,Zirbenz Stone Pine Liqueur,Liqueur,10,95,Pergélisol
719,Zucca,Liqueur,10,326,Take on Me
393,Zucca (Or Sfumato),Liqueur,10,141,Preceptor
630,Zwack Unicum,Liqueur,10,272,Sonic Titan
904,Zwack Unicum Plum,Liqueur,10,456,Action Bronson
1208,Zwack liqueur,Liqueur,10,706,Danube
