,name,img,ingredients,recipe,garnish,glass,url
2350,Mississippi Mule,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'tsp', 'name': 'Creme de Cassis'}, {'amount': '1', 'unit': 'tsp', 'name': 'Lemon Juice'}]","Shake gin, creme de cassis and lemon juice with ice in a cocktail shaker. Strain into a rocks glass full of ice. ",[],Rocks Glass,http://www.completecocktails.com/Drinks/MississippiMule.aspx#.ZAYq1XZByUk
2351,Mississippi Punch,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '3', 'unit': 'drops', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemonade - to top'}]","Fill a highball glass halfway with ice. Add bitters, bourbon, dark rum, brandy, lemon juice and simple syrup, then stir gently until mixed. Top with a splash of lemonade and serve. ",[],Highball Glass,http://www.completecocktails.com/Drinks/MississippiPunch.aspx#.ZAYq23ZByUk
2352,Missouri Mule Punch,http://www.completecocktails.com/img/d/l/MissouriMulePunch.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Tequila - Gold (Patron Reposado)'}, {'amount': '1', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Passion Fruit Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Ale'}]","Add tequila, Cointreau, lemon juice and passion fruit juice to a glass full of ice and stir. Top with ginger ale and serve. ",[],Any Glass,http://www.completecocktails.com/Drinks/MissouriMulePunch.aspx#.ZAYq4HZByUk
2353,Modern Cocktail,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2-1/2', 'unit': 'oz', 'name': 'Scotch Whiskey'}, {'amount': '1', 'unit': 'tsp', 'name': 'Dark Rum'}, {'amount': '1', 'unit': 'tsp', 'name': 'Absinthe (Pernod)'}, {'amount': '1', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': '4', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled old-fashioned glass. Garnish with a maraschino cherry. ,['Maraschino Cherry'],Rocks Glass,http://www.completecocktails.com/Drinks/ModernCocktail.aspx#.ZAYq5HZByUk
2354,Moldau,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Plum Brandy - slivovitz'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Juice'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/Moldau.aspx#.ZAYq6HZByUk
2355,Monarchy,http://www.completecocktails.com/img/d/l/Monarchy.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Genever (Bols)'}, {'amount': '1', 'unit': 'oz', 'name': 'Elderflower Liqueur (Bols)'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '12', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Lightly bruise the mint and drop it in a chilled highball glass. Fill halfway with ice, then add genever, elderflower liqueur and lemon juice and stir. Top with more ice and fill with club soda, then garnish with a sprig of mint and a lemon twist. ","['Mint', ' Lemon']",Highball Glass,http://www.completecocktails.com/Drinks/Monarchy.aspx#.ZAYq7XZByUk
2356,Monte Carlo Sling,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Peach Brandy'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Port Wine - ruby'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne - to top'}, {'amount': '5', 'unit': 'Grape', 'name': '- seedless'}]","Muddle the grapes in a highball glass, then fill with crushed ice. Shake the remaining ingredients, except the champagne, with ice in a cocktail shaker. Strain into the glass and top with chilled champagne. Garnish with a few seedless grapes. ",['Grapes'],Highball Glass,http://www.completecocktails.com/Drinks/MonteCarloSling.aspx#.ZAYq8XZByUk
2357,Montparnasse,http://www.completecocktails.com/img/d/l/Montparnasse.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Wine (Sauvignon Blanc)'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an apple slice. ,['Apple'],Cocktail Glass,http://www.completecocktails.com/Drinks/Montparnasse.aspx#.ZAYq9nZByUk
2358,Moon River,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Galliano'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]","Add all ingredients with ice to a mixing glass, and stir well. Strain into a chilled cocktail glass. Garnish with a maraschino cherry. ",['Maraschino Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/MoonRiver.aspx#.ZAYq-nZByUk
2359,Moonlight,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}]","Shake brandy, lemon juice and sugar with ice in a cocktail shaker. Strain into a rocks glass full of ice and serve. ",[],Rocks Glass,http://www.completecocktails.com/Drinks/Moonlight.aspx#.ZAYq_nZByUk
2360,Morning Glory Fizz,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Scotch Whiskey'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Absinthe (Pernod)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}]","Shake all ingredients, except club soda, vigorously with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and stir gently. ",[],Highball Glass,http://www.completecocktails.com/Drinks/MorningGloryFizz.aspx#.ZAYrAnZByUk
2361,Moroccan Tuacan,http://www.completecocktails.com/img/d/l/MoroccanTuacan.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Tuaca Vanilla Citrus Liqueur'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Tea - green'}, {'amount': 'null', 'unit': 'splash', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Shake Tuaca, green tea and lemon juice with ice in a cocktail shaker. Strain into a chilled shot glass and garnish with a sprig of mint. ",['Mint'],Shot Glass,http://www.completecocktails.com/Drinks/MoroccanTuacan.aspx#.ZAYrCHZByUk
2362,Mountain Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Whiskey - blended'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/MountainCocktail.aspx#.ZAYrDXZByUk
2363,MTA Special,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Creme de Cassis'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Orange Juice'}]","Shake brandy, cr?me de cassis, lemon juice and orange juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/MTASpecial.aspx#.ZAYrEXZByUk
2364,Natural Stock,http://www.completecocktails.com/img/d/l/NaturalStock.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Whiskey (Yamazaki)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'tsp', 'name': 'Banana Liqueur - creme de bananes'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Pineapple Juice'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lime twist and a maraschino cherry. ,"['Lime', ' Maraschino Cherry']",Cocktail Glass,http://www.completecocktails.com/Drinks/NaturalStock.aspx#.ZAYrFXZByUk
2365,Naughty By Nature,http://www.completecocktails.com/img/d/l/NaughtyByNature.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Cognac (Xante)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Spiced Rum (Captain Morgan)'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Pear - puree'}, {'amount': '1', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Vanilla Syrup'}, {'amount': '1', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'slices', 'name': ' Pear'}]",Shake all ingredients with ice in a cocktail shaker. Pour into a chilled cocktail glass. Garnish with a few slices of pear. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/NaughtyByNature.aspx#.ZAYrGXZByUk
2366,Negus Punch,http://www.completecocktails.com/img/g/l/PunchBowl.png,"[{'amount': '1', 'unit': 'bottle', 'name': 'Port Wine - ruby port'}, {'amount': '1', 'unit': 'null', 'name': 'Lemon - peel only'}, {'amount': '8', 'unit': 'cubes', 'name': 'Sugar'}, {'amount': '2', 'unit': 'sticks', 'name': 'Cinnamon'}, {'amount': '1', 'unit': 'Nutmeg', 'name': '- crushed'}, {'amount': '7', 'unit': 'null', 'name': 'Clove'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Allspice'}, {'amount': 'Water', 'unit': '-', 'name': 'boiling'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Add lemon peel, sugar and about 1 inch water to a warm pitcher, and stir to dissolve sugar. Add wine, lemon juice and spices and stir well. Top with a few cups of boiling water and stir well before serving. ",[],Pitcher/Punch Bowl,http://www.completecocktails.com/Drinks/NegusPunch.aspx#.ZAYrHnZByUk
2367,Nerida,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Scotch Whiskey'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice - or lime juice'}, {'amount': '2', 'unit': 'slices', 'name': ' Lemon'}, {'amount': 'Ginger', 'unit': 'Ale', 'name': '- to top'}]","Shake Scotch and lemon or lime juice with ice in a cocktail shaker. Strain into a Collins or highball glass full of ice, and top with ginger ale. Garnish with lemon or lime slices. ","['Lemon', ' Lime']",Collins Glass,http://www.completecocktails.com/Drinks/Nerida.aspx#.ZAYrInZByUk
2368,Nevins,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'},  {'amount': 'null', 'unit': 'dash', 'name': 'Angostura Bitters'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/Nevins.aspx#.ZAYrJnZByUk
2369,New Love Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sweet Vermouth'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Raspberry Syrup'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/NewLoveCocktail.aspx#.ZAYrK3ZByUk
2370,New Orleans Gin Fizz,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Shake gin, lime juice, lemon juice, simple syrup and egg white vigorously with ice in a cocktail shaker. Strain into a Collins glass full of ice. Fill with club soda and stir gently, then garnish with a slice of lime. ",['Lime'],Collins Glass,http://www.completecocktails.com/Drinks/NewOrleansGinFizz.aspx#.ZAYrL3ZByUk
2371,New York Sour,http://www.completecocktails.com/img/d/l/NewYorkSour.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Liqueur (Bols Dry Orange)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orgeat Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Currant Berries'}, {'amount': 'Red', 'unit': 'Wine', 'name': '- to top'}]","Shake cognac, orange liqueur, lemon juice and orgeat almond syrup with ice in a cocktail shaker. Strain into a rocks glass full of ice. Top with red wine and garnish with red currant berries. ",['Redcurrant'],Rocks Glass,http://www.completecocktails.com/Drinks/NewYorkSour.aspx#.ZAYrNXZByUk
2372,New Yorker Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Whiskey - blended'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake blended whiskey, lemon juice, simple syrup and grenadine with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/NewYorkerCocktail.aspx#.ZAYrOXZByUk
2373,Night Bee,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coffee Liqueur'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Honey'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve. ,['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/NightBee.aspx#.ZAYrPXZByUk
2374,Night of Passion,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Peach Juice'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Passion Fruit Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a rocks glass full of ice and enjoy the passion. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/NightofPassion.aspx#.ZAYrQnZByUk
2375,Nights Side,http://www.completecocktails.com/img/d/l/NightsSide.jpg,"[{'amount': '1-1/3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Green Tea Liqueur (Joseph Cartron The Vert Mate Liqueur)'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Pimms (No. 1)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Gum Syrup'}, {'amount': '4', 'unit': 'slices', 'name': 'Cucumber - (2 for garnish)'}, {'amount': '5', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'Mineral', 'unit': 'Water', 'name': '- chilled, to fill'}]","Muddle cucumber and mint in the bottom of a cocktail shaker. Add gin, green tea liqueur, Pimm's, lemon juice, gum syrup and ice, and shake well. Strain into a highball glass full of ice and fill with mineral water. Garnish with cucumber slices and more mint. ","['Cucumber', ' Mint']",Highball Glass,http://www.completecocktails.com/Drinks/NightsSide.aspx#.ZAYrRnZByUk
2376,Ninotchka,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Creme de Cacao'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/Ninotchka.aspx#.ZAYrSnZByUk
2377,Ninotchka Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'White Creme de Cacao'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake vodka, white cr?me de cacao and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/NinotchkaCocktail.aspx#.ZAYrT3ZByUk
2378,Nolita Night Owl Punch,http://www.completecocktails.com/img/g/l/ParfaitGlass.jpg,"[{'amount': '32', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '32', 'unit': 'oz', 'name': 'Red Wine'}, {'amount': '16', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '8', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '8', 'unit': 'oz', 'name': 'Gin'}, {'amount': '32', 'unit': 'oz', 'name': 'Tea - white'}, {'amount': '16', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/4', 'unit': 'cup', 'name': 'Sugar'}, {'amount': '1', 'unit': 'null', 'name': 'Lemon - sliced'}, {'amount': '1', 'unit': 'Lime', 'name': '- sliced'}]","Add liquors, tea and juices to a large punch bowl and refrigerate for an hour. Add a large block of ice, or a lot of large ice cubes, and add fruit slices. Serve in any punch cup or other available glasses. ","['Lemon', ' Lime']",Parfait Glass,http://www.completecocktails.com/Drinks/NolitaNightOwlPunch.aspx#.ZAYrU3ZByUk
2379,Nomayo,http://www.completecocktails.com/img/d/l/Nomayo.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Aperol'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne'}]","Shake the gin, elderflower liqueur, Aperol and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/Nomayo.aspx#.ZAYrV3ZByUk
2380,Normandy Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1/4', 'unit': 'tsp', 'name': 'Lemon Juice'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/NormandyCocktail.aspx#.ZAYrXHZByUk
