,name,img,ingredients,recipe,garnish,glass,url
2310,Lucious Lemon Drop,http://www.completecocktails.com/img/d/l/LuciousLemonDrop.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Citrus Vodka (Stoli Citros)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Agave Nectar'}]","Shake the citrus vodka, lemon juice and agave nectar with ice in a cocktail shaker. Strain into a chilled shot glass. Serve with lemon wedges. ",['Lemon'],Shot Glass,http://www.completecocktails.com/Drinks/LuciousLemonDrop.aspx#.ZAYqIXZByUk
2311,Lucky Bob,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Coconut Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice. ,[],Highball Glass,http://www.completecocktails.com/Drinks/LuckyBob.aspx#.ZAYqJ3ZByUk
2312,Luxury Lady,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Cinnamon Liqueur (Wenneker Cinnamon Red)'}, {'amount': '2', 'unit': 'oz', 'name': 'Port Wine'}, {'amount': '1', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Honey'}, {'amount': '2', 'unit': 'dashes', 'name': 'Bitters'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - yolk'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Nutmeg'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled wine glass and serve. ,[],Wine Glass,http://www.completecocktails.com/Drinks/LuxuryLady.aspx#.ZAYqK3ZByUk
2313,Lynchburg Lemonade,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': ""Whiskey (Jack Daniel's)""}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemonade - to top'}, {'amount': '2', 'unit': 'slices', 'name': ' Lemon'}]","Shake Jack Daniel's whiskey, Cointreau and lemon juice with ice in a cocktail shaker. Strain into a highball glass with ice, then fill with lemonade. Garnish with lemon slices. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/LynchburgLemonade.aspx#.ZAYqMHZByUk
2314,Mahukona,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Curacao - orange liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Orgeat Syrup'}, {'amount': '5', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Ice'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Blend all ingredients, except pineapple wedge, on low speed until smooth. Pour into a chilled highball glass. Garnish with a pineapple wedge and serve. ",['Pineapple'],Highball Glass,http://www.completecocktails.com/Drinks/Mahukona.aspx#.ZAYqNHZByUk
2315,Man in the Moon,http://www.completecocktails.com/img/g/l/ChampagneGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne - chilled, to top'}]","Shake vodka, apricot brandy, lemon juice and grenadine with ice in a cocktail shaker. Strain into a chilled champagne flute. Top with chilled champagne or sparkling wine. ",[],Champagne Glass,http://www.completecocktails.com/Drinks/ManintheMoon.aspx#.ZAYqOHZByUk
2316,Mandeville,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Absinthe (Pernod)'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Cola (Coke)'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a rocks glass full of ice. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/Mandeville.aspx#.ZAYqPHZByUk
2317,Manhasset,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Whiskey - rye'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Sweet Vermouth'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake rye whiskey, dry vermouth, sweet vermouth and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/Manhasset.aspx#.ZAYqQXZByUk
2318,Manhattan Cooler,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '4', 'unit': 'oz', 'name': 'Red Wine - dry red wine'}, {'amount': '2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'tsp', 'name': 'Dark Rum'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}]",Pack a highball glass with crushed ice. Shake all ingredients well with ice in a cocktail shaker. Strain into the glass and serve. ,[],Highball Glass,http://www.completecocktails.com/Drinks/ManhattanCooler.aspx#.ZAYqRXZByUk
2319,Manuka Hot Toddy,http://www.completecocktails.com/img/d/l/ManukaHotToddy.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Honey Vodka (42 Below Honey)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Honey'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'slice', 'unit': 'null', 'name': 'Ginger'}, {'amount': 'Water', 'unit': '-', 'name': 'hot'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Muddle ginger and honey in the bottom of a glass. Add lemon juice and honey vodka, then fill with hot water. Stir gently and garnish with lemon zest. ",['Lemon'],Toddy Glass,http://www.completecocktails.com/Drinks/ManukaHotToddy.aspx#.ZAYqSXZByUk
2320,Manuka Maple Sour,http://www.completecocktails.com/img/d/l/ManukaMapleSour.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Honey Vodka (42 Below Honey)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Maple Syrup'}, {'amount': '3', 'unit': 'dashes', 'name': 'Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve. ,['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/ManukaMapleSour.aspx#.ZAYqTnZByUk
2321,Maple FIzz,http://www.completecocktails.com/img/d/l/MapleFizz.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Maple Syrup'}, {'amount': '1', 'unit': 'splash', 'name': 'Egg - white'}, {'amount': '1', 'unit': 'slice', 'name': 'Melon - honeydew'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}]",Muddle the melon in the bottom of a cocktail shaker. Add ice and all other ingredients except club soda and shake vigorously. Strain into the glass and top with club soda. Garnish with a lemon twist and a slice of melon. ,"['Lemon', ' Melon']",Any Glass,http://www.completecocktails.com/Drinks/MapleFIzz.aspx#.ZAYqVHZByUk
2322,Maria in the Garden,http://www.completecocktails.com/img/d/l/MariaInTheGarden.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Tequila - Gold (Patron Reposado)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Agave Nectar'}, {'amount': '2', 'unit': 'Tomato', 'name': '- yellow cherry tomatoes'}]","Muddle the cherry tomatoes in a cocktail shaker. Add ice and the remaining ingredients, and shake well. Strain into a highball glass and garnish with a lemon peel. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/MariaintheGarden.aspx#.ZAYqWHZByUk
2323,Maria's Marriage,http://www.completecocktails.com/img/d/l/MariasMarriage.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Sambuca (Luxardo)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Flower Water'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and stir slightly to change the color to pink. ,['Maraschino Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/MariasMarriage.aspx#.ZAYqXXZByUk
2324,Martini Pink,http://www.completecocktails.com/img/d/l/MartiniPink.jpg,"[{'amount': '2', 'unit': 'oz', 'name': ""Pink Lemonade Vodka (Burnett's)""}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake pink lemonade vodka, triple sec and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ",['Lemon'],Cocktail Glass,http://www.completecocktails.com/Drinks/MartiniPink.aspx#.ZAYqYXZByUk
2325,Mash-Mellow,http://www.completecocktails.com/img/d/l/Mash-Mellow.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Marshmallow Vodka (Smirnoff Marshmallow)'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lemonade'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}]","Shake the marshmallow vodka, lemonade and lemon juice with ice in a cocktail shaker. Strain into a rocks glass full of ice and top with club soda. Garnish with a lemon slice. ",['Lemon'],Rocks Glass,http://www.completecocktails.com/Drinks/MashMellow.aspx#.ZAYqZnZByUk
2326,Mellon Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]","Shake gin, lemon juice and maraschino liqueur with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry and a lemon twist. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/MellonCocktail.aspx#.ZAYqanZByUk
2327,Merry Widow Fizz,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Dubonnet Rouge'}, {'amount': '2', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Shake Dubonnet, orange juice and lemon juice vigorously with ice in a cocktail shaker. Strain into a Collins glass full of ice. Fill with club soda and stir gently. ",[],Collins Glass,http://www.completecocktails.com/Drinks/MerryWidowFizz.aspx#.ZAYqbnZByUk
2328,Mexicana,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/4', 'unit': 'oz', 'name': 'Tequila - Silver'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Raspberry Liqueur'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'Pineapple', 'unit': 'Juice', 'name': '- to fill'}, {'amount': '1', 'unit': 'slice', 'name': 'Lemon'}, {'amount': '1', 'unit': 'null', 'name': 'wedge Pineapple'}]","Shake tequila, raspberry liqueur and lemon juice with ice in a cocktail shaker. Strain into a highball glass full of ice, then top with pineapple juice and stir gently. Garnish with a lemon slice and a pineapple wedge. ","['Lemon', ' Pineapple']",Highball Glass,http://www.completecocktails.com/Drinks/Mexicana.aspx#.ZAYqc3ZByUk
2329,MGM,http://www.completecocktails.com/img/d/l/MGM.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Chocolate Liqueur (Mozart Dry)'}, {'amount': '1', 'unit': 'oz', 'name': ""Galliano (L'Autentico)""}, {'amount': '1/3', 'unit': 'oz', 'name': 'Creme de Menthe'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Fill a rocks glass with crushed ice. Add Mozart Dry chocolate liqueur, Galliano, creme de menthe and lemon juice and stir gently. Garnish with a generous sprig of mint. ",['Mint'],Rocks Glass,http://www.completecocktails.com/Drinks/MGM.aspx#.ZAYqd3ZByUk
2330,Mi Piace Tanto,http://www.completecocktails.com/img/d/l/MiPiaceTanto.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Galliano (Vanilla)'}, {'amount': '1', 'unit': 'oz', 'name': 'Gin'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '6', 'unit': 'leaves', 'name': 'Mint'}]","Lightly bruise the mint leaves and simple syrup in the bottom of a rocks glass. Fill with crushed ice, add Galliano, gin and lemon juice, and stir lightly. Garnish with a sprig of mint and vanilla beans or vanilla sticks. ","['Mint', ' Vanilla Bean']",Rocks Glass,http://www.completecocktails.com/Drinks/MiPiaceTanto.aspx#.ZAYqe3ZByUk
2331,Midnight,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake apricot brandy, triple sec and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/Midnight.aspx#.ZAYqgnZByUk
2332,Midnight at the Copacabana,http://www.completecocktails.com/img/d/l/MidnightAtTheCopacabana.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '2', 'unit': 'dashes', 'name': 'Peach Bitters'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a rocks glass full of ice. Garnish with an orange slice and a maraschino cherry. ,"['Orange', ' Maraschino Cherry']",Rocks Glass,http://www.completecocktails.com/Drinks/MidnightattheCopacabana.aspx#.ZAYqhnZByUk
2333,Midnight Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Apple Brandy'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Triple Sec'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}]","Shake apple brandy, triple sec and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/MidnightCocktail.aspx#.ZAYqinZByUk
2334,Midnight Cowboy,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'tsp', 'name': 'Southern Comfort'}, {'amount': '2', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}]","Shake bourbon, lemon juice, grenadine and Southern Comfort with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and garnish with an orange slice. ",['Orange'],Highball Glass,http://www.completecocktails.com/Drinks/MidnightCowboy.aspx#.ZAYqj3ZByUk
2335,Midnight in London,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-3/4', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Ginger Marmelade'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Shake gin, apricot brandy, lemon juice and ginger marmalade vigorously with ice in a cocktail shaker. Strain into a highball glass full of ice and fill with club soda. Stir gently and garnish with a sprig of mint and a lemon slice. ","['Lemon', ' Mint']",Highball Glass,http://www.completecocktails.com/Drinks/MidnightinLondon.aspx#.ZAYqk3ZByUk
2336,Midnight in Paris,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Orange Liqueur (Wenneker Mandarin)'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Ginger Liqueur'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Dubonnet'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist and fresh mint. ,"['Lemon', ' Mint']",Cocktail Glass,http://www.completecocktails.com/Drinks/MidnightinParis.aspx#.ZAYql3ZByUk
2337,Midnight Summer,http://www.completecocktails.com/img/d/l/MidnightSummer.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Coffee Liqueur (Kahlua)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Agave Nectar'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a rocks glass full of ice. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/MidnightSummer.aspx#.ZAYqm3ZByUk
2338,Midori Colada,http://www.completecocktails.com/img/d/l/MidoriColada.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Coconut Milk'}, {'amount': '4', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Blend all ingredients in a food processor or blender until smooth. Strain into a chilled hurricane glass. Garnish with a pineapple wedge and a maraschino cherry. ,"['Pineapple', ' Maraschino Cherry']",Hurricane Glass,http://www.completecocktails.com/Drinks/MidoriColada.aspx#.ZAYqn3ZByUk
2339,Midori Comsopolitan,http://www.completecocktails.com/img/d/l/MidoriCosmopolitan.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Citrus Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'Cranberry Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with raspberries. ,['Raspberry'],Cocktail Glass,http://www.completecocktails.com/Drinks/MidoriComsopolitan.aspx#.ZAYqpHZByUk
2340,Midori Illusion,http://www.completecocktails.com/img/d/l/MidoriIllusion.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Pineapple Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/MidoriIllusion.aspx#.ZAYqqHZByUk
2341,Midori June Bug,http://www.completecocktails.com/img/d/l/MidoriJuneBug.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Rum (Malibu)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Banana Liqueur - creme de bananes'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a parfait or other glass filled with ice cubes. Garnish with a pineapple slice. ,['Pineapple'],Parfait Glass,http://www.completecocktails.com/Drinks/MidoriJuneBug.aspx#.ZAYqrnZByUk
2342,Midori La Pomme,http://www.completecocktails.com/img/d/l/MidoriLaPomme.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Cognac'}, {'amount': '1', 'unit': 'squeeze', 'name': 'Lemon Juice'}, {'amount': 'Apple', 'unit': 'Juice', 'name': '- to fill'}]","Fill a highball glass with ice. Add Midori melon liqueur, cognac and lemon juice, and fill with apple juice. Garnish with an apple slice. ",['Apple'],Highball Glass,http://www.completecocktails.com/Drinks/MidoriLaPomme.aspx#.ZAYqs3ZByUk
2343,Midori Slipper,http://www.completecocktails.com/img/d/l/MidoriSlipper.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Tequila - Silver'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec - orange liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a maraschino cherry. ,['Maraschino Cherry'],Cocktail Glass,http://www.completecocktails.com/Drinks/MidoriSlipper.aspx#.ZAYqt3ZByUk
2344,Midori Sour,http://www.completecocktails.com/img/d/l/MidoriSour.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '2', 'unit': 'oz', 'name': 'Sweet and Sour Mix'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}]","Fill a collins glass or highball glass with ice. Shake all ingredients with ice, and strain into the glass. Garnish with an orange slice. ",['Orange'],Collins Glass,http://www.completecocktails.com/Drinks/MidoriSour.aspx#.ZAYqu3ZByUk
2345,Mike Collins,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Irish Whiskey'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Simple Syrup'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}, {'amount': '1', 'unit': 'slice', 'name': 'Orange'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]","Shake Irish whiskey, simple syrup and lemon juice with ice in a cocktail shaker. Strain into a Collins glass full of ice. Top with club soda, and garnish with a maraschino cherry and an orange slice. ","['Orange', ' Maraschino Cherry']",Collins Glass,http://www.completecocktails.com/Drinks/MikeCollins.aspx#.ZAYqwHZByUk
2346,Milagro,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Absinthe'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]",Add all ingredients to a blender and blend on low speed until smooth. Pour into a chilled cocktail glass. Garnish with a sprig of mint and a lime slice. ,"['Mint', ' Lime']",Cocktail Glass,http://www.completecocktails.com/Drinks/Milagro.aspx#.ZAYqxHZByUk
2347,Mini Sour,http://www.completecocktails.com/img/d/l/MiniSour.jpg,"[{'amount': '1', 'unit': 'shot', 'name': 'Irish Whiskey (Jameson)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'},  {'amount': 'null', 'unit': 'dash', 'name': 'Angostura Bitters'}, {'amount': 'null', 'unit': 'dash', 'name': 'Egg - white'}]","Add Jameson Irish whiskey to a chilled shot glass. Shake lemon juice, simple syrup, bitters and egg white vigorously with ice in a cocktail shaker. Strain into a second shot glass and serve as a pair. ",[],Shot Glass,http://www.completecocktails.com/Drinks/MiniSour.aspx#.ZAYqyHZByUk
2348,Mint Collins,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Gin'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '7', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Add gin, lemon juice, mint and sugar to a Collins glass, then crush the mint slightly with a bar spoon. Fill with ice and top with club soda. Stir gently, and garnish with a lemon slice and more mint. ","['Lemon', ' Mint']",Collins Glass,http://www.completecocktails.com/Drinks/MintCollins.aspx#.ZAYqzXZByUk
2349,Minted Gin,http://www.completecocktails.com/img/d/l/MintedGin.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': ""Gin (Burnett's)""}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '2', 'unit': 'sprigs', 'name': 'Mint'}, {'amount': 'null', 'unit': 'splash', 'name': 'Club Soda'}]","Muddle mint, lemon juice and sugar in the bottom of a rocks glass. Fill with ice, then add gin and stir. Top with a splash of club soda and garnish with more mint. ",['Mint'],Rocks Glass,http://www.completecocktails.com/Drinks/MintedGin.aspx#.ZAYq0XZByUk
